LSOA11CD,"(0, '15,069 < 30,138 ft2 (1,400 < 2,800 m2)')","(0, '3,013 < 15,069 ft2 (280 < 1,400 m2)')","(0, '30,138 ft2 > (2,800 m2)')","(0, '< 3,013 ft2 (280m2)')",FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodCyct,FoodCyc15n,FoodCart,FoodCar15n,PointsDens,0-18,19-34,35-49,50-64,65+,Cars: No cars or vans in household; measures: Value,Cars: 1 car or van in household; measures: Value,Cars: 2 cars or vans in household; measures: Value,Cars: 3 cars or vans in household; measures: Value,Cars: 4 or more cars or vans in household; measures: Value,WA_HubDist,WA_NUMPOINTS(500m),WA_NUMPOINTS(1km),WA_NUMPOINTS(2km),pop_den,employee/pop
E01000124,0,0.5,0,0.5,3,8,10,100,6,10,6,10,0.782,0.202360877,0.186621698,0.278246206,0.227093873,0.105677347,0.377272727,0.475757576,0.128787879,0.012121212,0.006060606,159.39,2,4,11,69.54652072,0.399100618
E01000125,0,0,0,0,6,8,10,100,8,10,8,10,0,0.24253504,0.189213894,0.247105424,0.209018891,0.112126752,0.426600985,0.456157635,0.098522167,0.013793103,0.004926108,247.032,1,5,21,106.6623334,0.495429616
E01000126,0,0,0,0,11,5,10,100,10,10,8,10,0,0.227433628,0.195575221,0.230088496,0.268584071,0.078318584,0.359504132,0.457300275,0.14600551,0.026170799,0.011019284,602.414,0,4,15,140.0247831,0.168141593
E01000127,0,0,0,0,6,8,10,100,7,10,6,10,0,0.234096692,0.163486005,0.232824427,0.275445293,0.094147583,0.420233463,0.391050584,0.163424125,0.019455253,0.005836576,1247.847,0,1,21,78.36490528,0.136132316
E01000128,0,0,0,0,7,7,10,100,7,10,7,10,0,0.231004589,0.180520143,0.21672616,0.261601224,0.110147884,0.344551282,0.435897436,0.181089744,0.028846154,0.009615385,808.251,0,7,21,79.45705024,0.156042835
E01000129,0,0,0,0,3,9,10,100,6,10,6,10,0,0.23423913,0.148913043,0.244565217,0.257608696,0.114673913,0.546474359,0.360576923,0.078525641,0.012820513,0.001602564,435.511,1,5,19,107.1012806,0.386413043
E01000130,0,0,0,0,12,4,10,100,9,10,8,10,0,0.25566343,0.153182309,0.213052859,0.288565264,0.089536138,0.336842105,0.456140351,0.184210526,0.014035088,0.00877193,1000.648,0,1,20,108.2943925,0.140776699
E01000131,0,0,0,0,6,6,10,100,7,10,7,10,0,0.215538847,0.179448622,0.256140351,0.219548872,0.129323308,0.332807571,0.443217666,0.170347003,0.044164038,0.009463722,431.654,1,8,14,59.35733413,0.125814536
E01000132,0,0,0,0,5,7,10,100,7,10,6,10,0,0.239116309,0.200779727,0.211825861,0.265756985,0.082521118,0.361616162,0.456565657,0.151515152,0.028282828,0.002020202,911.768,0,4,20,100.2605863,0.09811566
E01000133,0,0,0,0,10,5,10,100,8,10,7,10,0,0.243452381,0.145833333,0.223809524,0.276785714,0.110119048,0.398230088,0.396460177,0.168141593,0.030088496,0.007079646,772.58,0,3,20,107.9691517,0.136904762
E01000134,0,0,0,0,8,9,10,100,8,10,7,10,0,0.221218962,0.192437923,0.234198646,0.245485327,0.106659142,0.4048,0.4384,0.1264,0.0208,0.0096,626.274,0,5,20,111.1668758,0.164221219
E01000135,0,0,0,0,8,8,10,100,7,10,7,10,0,0.180515759,0.177077364,0.216618911,0.224641834,0.201146132,0.243992606,0.438077634,0.249537893,0.051756007,0.01663586,511.499,0,4,17,52.76685818,0.340974212
E01000136,0,0,0,0,6,7,10,100,7,10,7,10,0,0.194066749,0.162546354,0.1631644,0.266378245,0.213844252,0.234458259,0.380106572,0.271758437,0.08348135,0.030195382,378.495,1,4,15,31.08549472,0.270704574
E01000137,0,0,0,0,6,7,10,100,8,10,7,10,0,0.217003567,0.183709869,0.233055886,0.241973841,0.124256837,0.488789238,0.421524664,0.074738416,0.011958146,0.002989537,281.254,1,4,17,136.970684,0.202734839
E01000138,0,0,0,0,8,6,10,100,8,10,7,10,0,0.191025641,0.173717949,0.220512821,0.269230769,0.145512821,0.317399618,0.424474187,0.208413002,0.038240918,0.011472275,462.167,1,4,19,59.65583174,0.178205128
E01000139,0,0,0,0,5,8,10,100,7,10,7,10,0,0.15375,0.19125,0.25875,0.245625,0.150625,0.323214286,0.382142857,0.2125,0.058928571,0.023214286,428.692,1,3,23,45.58404558,0.221875
E01000140,0,0,0,1,2,9,10,100,6,10,6,10,0.684,0.180121325,0.208586094,0.317778815,0.181054596,0.112459169,0.512445095,0.344070278,0.112737921,0.020497804,0.010248902,104.11,1,4,20,146.6803559,0.210452636
E01000141,0,0.75,0,0.25,4,10,10,100,6,10,6,10,1.08,0.158923144,0.273556231,0.268345636,0.227095093,0.072079896,0.565972222,0.351851852,0.070601852,0.008101852,0.003472222,171.515,4,6,23,62.15924426,0.391228832
E01000142,0,0,0,0,7,6,10,100,7,10,7,10,0,0.194382853,0.180339985,0.277900961,0.240946046,0.106430155,0.392631579,0.467368421,0.12,0.014736842,0.005263158,274.447,1,7,23,135.7071214,0.225794531
E01000143,0,0,0,1,5,9,10,100,7,10,7,10,0.573,0.20505992,0.249001332,0.221704394,0.22436751,0.099866844,0.533457249,0.356877323,0.085501859,0.018587361,0.005576208,231.062,3,8,23,86.07449857,0.199733688
E01000144,0,0,0,1,4,8,10,100,6,10,6,10,0.505,0.169092945,0.190929451,0.309070549,0.231243001,0.099664054,0.457990115,0.362438221,0.146622735,0.02800659,0.004942339,145.317,2,3,11,90.15648662,0.473684211
E01000145,0,0,0,0,7,4,10,100,7,10,7,10,0,0.254079254,0.16025641,0.227855478,0.194638695,0.163170163,0.292792793,0.380630631,0.27027027,0.042792793,0.013513514,292.6,1,4,17,82.85852245,0.215617716
E01000146,0,0.5,0,0.5,3,10,10,100,6,10,6,10,0.968,0.197571228,0.176085941,0.328351238,0.193367585,0.104624007,0.504032258,0.356182796,0.106182796,0.022849462,0.010752688,105.938,3,4,13,103.6302033,0.549276039
E01000147,0,0,0,0,9,5,10,100,8,10,7,10,0,0.186413902,0.186413902,0.233280674,0.251711427,0.142180095,0.202205882,0.452205882,0.238970588,0.079044118,0.027573529,558.624,0,7,15,93.87048937,0.185887309
E01000148,0,0,0,0,7,7,10,100,8,10,7,10,0,0.264623084,0.182671254,0.269314983,0.202377229,0.08101345,0.44137931,0.419310345,0.115862069,0.017931034,0.005517241,416.428,4,8,15,136.5655703,0.277447607
E01000150,0,0,1,0,11,2,10,66,9,10,7,10,0.215,0.204776648,0.164086687,0.245024326,0.258292791,0.127819549,0.27016129,0.439516129,0.219086022,0.061827957,0.009408602,491.925,1,2,19,48.65504627,0.649270234
E01000151,0,0,0,0,9,6,10,100,9,10,8,10,0,0.312290503,0.184916201,0.236312849,0.206703911,0.059776536,0.554294976,0.371150729,0.061588331,0.011345219,0.001620746,502.276,0,4,15,125.8790436,0.344692737
E01000152,0,0,0,0,9,4,10,100,10,10,8,10,0,0.298941799,0.192063492,0.24973545,0.208994709,0.05026455,0.418439716,0.473404255,0.095744681,0.010638298,0.00177305,853.421,0,2,15,102.2174148,0.487830688
E01000153,0,0,0,0,12,3,10,100,10,10,9,10,0,0.236885699,0.166758697,0.233572612,0.24737714,0.115405853,0.459677419,0.417741935,0.106451613,0.008064516,0.008064516,885.794,0,1,15,109.7575758,0.082827167
E01000154,0,0,0,1,5,5,10,100,7,10,6,10,0.741,0.246376812,0.165217391,0.268405797,0.225507246,0.094492754,0.477045908,0.395209581,0.111776447,0.013972056,0.001996008,212.541,2,4,18,127.8724981,0.299710145
E01000155,0,0,0,1,4,7,10,100,6,10,6,10,0.688,0.239767255,0.223715891,0.331861958,0.159510433,0.045144462,0.444165621,0.450439147,0.09033877,0.012547051,0.00250941,259.936,4,7,15,171.5662651,0.378812199
E01000156,0,0,0,0,9,7,10,100,8,10,7,10,0,0.247291569,0.166745172,0.246349505,0.23551578,0.104097975,0.298268975,0.5126498,0.157123835,0.022636485,0.009320905,585.124,0,2,16,117.9444444,0.206782854
E01000157,0,0,0,0,13,3,10,100,9,10,8,10,0,0.234107579,0.13997555,0.275672372,0.240220049,0.11002445,0.384615385,0.470246734,0.124818578,0.014513788,0.005805515,869.023,0,2,14,129.9444003,0.133251834
E01000158,0,0,0,0,9,6,10,100,8,10,7,10,0,0.22797579,0.144586416,0.229993275,0.262945528,0.134498991,0.294326241,0.484042553,0.184397163,0.033687943,0.003546099,558.853,0,4,14,54.99260355,0.316072629
E01000159,0,0,0,0,7,5,10,100,7,10,7,10,0,0.196919692,0.163366337,0.179317932,0.309680968,0.150715072,0.20620155,0.429457364,0.280620155,0.069767442,0.013953488,652.212,0,4,16,36.84637211,0.154015402
E01000160,0,0,0,0,7,6,10,100,8,10,8,10,0,0.199818347,0.178928247,0.292915531,0.244323342,0.084014532,0.234019502,0.553629469,0.18851571,0.018418202,0.005417118,242.834,2,7,11,72.79338843,0.353769301
E01000161,0,0,0,0,7,7,10,100,7,10,7,10,0,0.187096774,0.12983871,0.291129032,0.222177419,0.169758065,0.308450704,0.474647887,0.184507042,0.025352113,0.007042254,319.022,2,5,13,102.2680412,0.111693548
E01000162,0,0,0,1,4,6,10,100,7,10,7,10,1.097,0.198055893,0.15309842,0.207168894,0.267922236,0.173754557,0.206521739,0.518115942,0.211956522,0.054347826,0.009057971,75.438,2,4,14,90.29072957,0.334750911
E01000163,0,0,0,0,11,2,10,100,10,10,10,10,0,0.1873165,0.183206107,0.28126835,0.256605989,0.091603053,0.451910408,0.463768116,0.075098814,0.007905138,0.001317523,681.092,0,3,13,88.97596656,0.203758074
E01000164,0,0,1,0,10,6,10,100,9,10,8,10,0.183,0.228184282,0.179945799,0.25799458,0.233604336,0.100271003,0.408950617,0.385802469,0.166666667,0.037037037,0.00154321,486.346,1,1,18,33.72943327,0.457452575
E01000165,0,0,0,0,11,4,10,100,9,10,8,10,0,0.195571956,0.156035846,0.250395361,0.277279916,0.120716921,0.203677511,0.514851485,0.227722772,0.041018388,0.012729844,426.362,1,5,14,102.4298056,0.108592514
E01000166,0,0,0,0,10,4,10,100,9,9,8,10,0,0.202880401,0.125234815,0.194113964,0.286787727,0.190983093,0.166666667,0.483024691,0.283950617,0.046296296,0.020061728,1008.439,0,5,7,43.19718691,0.154664997
E01000167,0,0,0,0,11,5,10,100,9,10,8,10,0,0.229024943,0.143613001,0.198790627,0.313681028,0.114890401,0.281609195,0.429118774,0.243295019,0.030651341,0.01532567,628.893,0,2,9,21.98039541,0.182161754
E01000168,0,0,0,0,9,4,10,100,8,10,7,10,0,0.173994975,0.147613065,0.158291457,0.287688442,0.23241206,0.102430556,0.444444444,0.34375,0.085069444,0.024305556,450.547,1,6,8,50.71678879,0.128768844
E01000169,0,0,0,0,8,5,10,100,8,10,7,10,0,0.208461067,0.13243409,0.232372777,0.25015328,0.176578786,0.220895522,0.488059701,0.219402985,0.056716418,0.014925373,495.793,2,4,10,68.38574423,0.129981606
E01000170,0,0.5,0,0.5,4,6,10,100,6,10,6,10,0.675,0.235230352,0.169647696,0.19403794,0.259620596,0.141463415,0.274390244,0.429878049,0.224085366,0.053353659,0.018292683,131.263,3,4,11,62.22596965,0.248780488
E01000171,0,0,1,0,3,6,10,100,6,10,6,10,0.3,0.244811521,0.166878441,0.301567133,0.205844981,0.080897925,0.348130841,0.498831776,0.132009346,0.017523364,0.003504673,234.315,2,4,11,70.9009009,0.465480729
E01000172,0,0,0,0,9,6,10,100,8,10,7,10,0,0.232938522,0.14213198,0.206993796,0.246474901,0.171460801,0.139534884,0.46345515,0.279069767,0.084717608,0.033222591,557.22,0,5,12,32.60389849,0.248166949
E01000173,0,0,0,0,8,4,10,100,8,10,7,10,0,0.231549296,0.145915493,0.175211268,0.296338028,0.150985915,0.128038898,0.474878444,0.316045381,0.063209076,0.017828201,460.664,2,4,12,48.53705223,0.187042254
E01000174,0,0,0,1,5,4,10,100,8,10,7,10,0.531,0.235863474,0.149770759,0.222618441,0.253693327,0.138053999,0.322454308,0.483028721,0.160574413,0.031331593,0.002610966,180.762,2,4,14,104.137931,0.303616913
E01000175,0,0,0,0,10,5,10,100,8,10,8,10,0,0.238885202,0.126078301,0.181818182,0.284007963,0.169210352,0.190938511,0.428802589,0.283171521,0.069579288,0.027508091,638.02,0,4,13,30.09185304,0.120769741
E01000176,0,0,0,0,12,2,10,100,9,10,9,10,0,0.176746917,0.182031709,0.207281268,0.234879624,0.199060482,0.415472779,0.428366762,0.131805158,0.020057307,0.004297994,646.433,0,1,12,77.5147929,0.118027011
E01000177,0,0,0,0,9,3,10,100,8,10,8,10,0,0.197820163,0.162942779,0.26866485,0.237057221,0.133514986,0.291304348,0.565217391,0.126086957,0.014492754,0.002898551,608.63,0,4,12,108.7729698,0.177656676
E01000178,0,0,0,0,5,4,10,100,7,10,6,10,0,0.219073569,0.166757493,0.207084469,0.258310627,0.148773842,0.343884892,0.461870504,0.155395683,0.033093525,0.005755396,268.562,3,3,11,43.95209581,0.342234332
E01000179,0,0,0,0,12,3,10,100,9,10,8,10,0,0.188202247,0.156741573,0.324719101,0.253370787,0.076966292,0.298820446,0.55570118,0.134993447,0.009174312,0.001310616,711.572,0,3,10,123.783032,0.255617978
E01000180,0,0,0,0,7,3,10,100,8,10,7,10,0,0.209786277,0.161979753,0.253093363,0.20359955,0.171541057,0.406386067,0.435413643,0.130624093,0.026124819,0.001451379,407.019,3,4,10,104.1593439,0.153543307
E01000181,0,0.333333333,0,0.666666667,3,7,10,100,6,10,6,10,2.096,0.181263858,0.171840355,0.260532151,0.252217295,0.134146341,0.378176383,0.493273543,0.101644245,0.023916293,0.002989537,66.51,3,3,11,126.0656883,0.409090909
E01000182,0,0,0,0,5,7,10,100,7,10,8,10,0,0.160487288,0.204449153,0.24470339,0.240466102,0.149894068,0.414209115,0.466487936,0.100536193,0.014745308,0.004021448,195.152,3,3,10,86.09211126,0.640889831
E01000183,0,0,0,0,11,2,10,100,9,9,8,10,0,0.206793802,0.132300358,0.221096544,0.227056019,0.212753278,0.273972603,0.457191781,0.219178082,0.044520548,0.005136986,543.277,0,4,10,72.57785467,0.230631704
E01000184,0,0,0,0,7,3,10,100,8,10,8,10,0,0.232690125,0.181611805,0.232122588,0.234392736,0.119182747,0.389662028,0.41749503,0.155069583,0.019880716,0.017892644,263.311,1,1,17,25.6851312,0.101589103
E01000185,0,0,0,0,9,4,10,100,8,10,8,10,0,0.194371728,0.216623037,0.269633508,0.215314136,0.104057592,0.521452145,0.386138614,0.082508251,0.00660066,0.00330033,600.44,0,4,15,123.6245955,0.234947644
E01000186,0,0,0,0,8,4,10,100,8,10,7,10,0,0.289821737,0.14146061,0.165612421,0.223116734,0.179988499,0.075848303,0.317365269,0.457085828,0.109780439,0.03992016,497.002,0,2,9,68.22283248,0.182288672
E01000187,0,0,0,1,4,3,10,100,6,10,7,10,0.464,0.281682028,0.149769585,0.188940092,0.205645161,0.173963134,0.227655987,0.376053963,0.320404722,0.064080944,0.011804384,153.762,1,2,9,80.48215114,0.194124424
E01000188,0,0,0,1,9,3,10,100,8,10,7,10,0.031,0.225032425,0.140726329,0.161478599,0.252918288,0.219844358,0.060077519,0.292635659,0.428294574,0.149224806,0.069767442,646.896,0,2,9,4.835068356,0.274319066
E01000189,0,0,0,0,5,2,10,100,7,10,7,10,0,0.260850112,0.181655481,0.298881432,0.18344519,0.075167785,0.510548523,0.392405063,0.081575246,0.015471167,0,255.563,1,1,11,137.8778532,0.208053691
E01000190,0,0,0,0,8,4,10,100,8,10,7,10,0,0.240233236,0.130029155,0.195918367,0.254227405,0.179591837,0.163003663,0.344322344,0.333333333,0.128205128,0.031135531,592.883,0,3,11,69.09750201,0.120699708
E01000191,0,0,0,0,10,7,10,100,9,10,8,10,0,0.232176656,0.119242902,0.182334385,0.215141956,0.251104101,0.128301887,0.390566038,0.337735849,0.109433962,0.033962264,515.478,0,6,10,62.3279591,0.16466877
E01000192,0,0,0,1,4,8,10,100,7,10,6,10,0.352,0.242677824,0.148768015,0.225011623,0.226406323,0.157136216,0.307467057,0.36749634,0.238653001,0.060029283,0.026354319,75.999,2,6,14,75.73943662,0.441190144
E01000193,0.333333333,0.666666667,0,0,6,8,10,100,7,10,7,10,0.987,0.21320038,0.182336182,0.234567901,0.212725546,0.157169991,0.249158249,0.355218855,0.294612795,0.079124579,0.021885522,335.944,4,5,11,69.27631579,0.797720798
E01000194,0,0,0,0,4,9,10,100,7,10,6,10,0,0.239065606,0.154572565,0.256461233,0.221172962,0.128727634,0.31147541,0.468852459,0.178688525,0.036065574,0.004918033,238.828,4,6,16,60.52948255,0.701789264
E01000195,0,1,0,0,9,1,10,100,8,6,7,10,0.317,0.255137845,0.17443609,0.231578947,0.239097744,0.099749373,0.328550933,0.480631277,0.152080344,0.031563845,0.007173601,440.613,2,2,5,63.29314721,0.167919799
E01000196,0,0,0,1,5,7,10,100,7,10,7,10,0.814,0.153583618,0.177474403,0.318259386,0.199232082,0.151450512,0.430803571,0.436383929,0.110491071,0.020089286,0.002232143,258.83,2,3,12,95.36208299,1.458191126
E01000197,0,0,0,0,9,4,10,100,8,10,8,10,0,0.187468418,0.161192521,0.300656897,0.232440627,0.118241536,0.323903819,0.45261669,0.176803395,0.038189533,0.008486563,679.957,0,4,16,71.44404332,0.224355735
E01000198,0,0,0,0,12,4,10,100,9,10,8,10,0,0.257155838,0.141299409,0.229895502,0.218991368,0.152657883,0.137226277,0.475912409,0.294890511,0.067153285,0.024817518,847.559,0,1,15,66.83874886,0.187641981
E01000199,0,0,0,0,10,4,10,100,9,10,8,10,0,0.185749086,0.118757613,0.179658952,0.235688185,0.280146163,0.128166915,0.469448584,0.312965723,0.067064083,0.022354694,610.552,0,4,11,48.56551316,0.186967113
E01000200,0,0,0,0,10,6,10,100,8,10,8,10,0,0.194431109,0.14450312,0.211713874,0.214594335,0.234757561,0.257242178,0.4797219,0.213209733,0.039397451,0.010428737,990.19,0,2,12,74.92805755,0.136341815
E01000201,0,0,0,0,8,5,10,100,8,10,8,10,0,0.229116945,0.127088305,0.180190931,0.22673031,0.236873508,0.110251451,0.303675048,0.392649903,0.137330754,0.056092843,922.32,0,1,14,42.58130081,0.205250597
E01000202,0,0,0,0,11,5,10,100,9,10,8,10,0,0.186978297,0.163049527,0.245409015,0.254869226,0.149693934,0.228395062,0.412037037,0.294753086,0.050925926,0.013888889,626.299,0,2,12,79.51327434,0.202559822
E01000203,0,0,0,0,9,4,10,100,8,10,8,10,0,0.199290061,0.201825558,0.218052738,0.234279919,0.146551724,0.327895595,0.437194127,0.174551387,0.045676998,0.014681892,853.498,0,2,11,64.59220439,0.238843813
E01000204,0,0,0,0,4,8,10,100,6,10,6,10,0,0.186467768,0.139051678,0.228556207,0.247735749,0.198188599,0.240174672,0.419213974,0.247452693,0.0713246,0.021834061,377.646,2,5,8,59.30489731,0.270644646
E01000205,0,0,0,0,10,3,10,100,8,10,7,10,0,0.228280407,0.123427202,0.216896345,0.249251049,0.182144997,0.129240711,0.542810985,0.276252019,0.035541195,0.016155089,584.022,0,3,13,43.87486856,0.199520671
E01000206,0,0,0,0,13,2,10,100,10,10,9,10,0,0.202572347,0.1414791,0.160128617,0.291318328,0.204501608,0.108949416,0.313229572,0.324902724,0.149805447,0.10311284,1306.763,0,0,8,11.76960339,0.4585209
E01000207,0,0,0,1,8,3,10,100,8,10,7,10,0.288,0.222691611,0.162945081,0.173204587,0.249245625,0.191913096,0.182565789,0.404605263,0.314144737,0.083881579,0.014802632,385.831,1,1,9,47.77970012,0.382619191
E01000208,0,0,0,0,9,4,10,100,8,10,7,10,0,0.204705882,0.152352941,0.213529412,0.242352941,0.187058824,0.158319871,0.44911147,0.290791599,0.056542811,0.045234249,606.9,0,4,8,41.77930696,0.162352941
E01000209,0,0,0,0,7,5,10,100,7,10,7,10,0,0.183754993,0.080559254,0.16644474,0.238348868,0.330892144,0.253012048,0.476572959,0.22356091,0.038821954,0.008032129,304.416,2,3,11,37.42835784,0.23701731
E01000210,0,0,0,0,5,3,10,100,7,10,7,10,0,0.256790123,0.135802469,0.210493827,0.243209877,0.153703704,0.188333333,0.431666667,0.325,0.046666667,0.008333333,212.624,1,1,10,32.64154745,0.25308642
E01000211,0,1,0,0,4,7,10,100,7,10,6,10,0.729,0.167979003,0.237970254,0.269903762,0.201224847,0.122922135,0.452961672,0.419279907,0.111498258,0.015098722,0.00116144,237.673,2,2,13,83.36980306,0.756780402
E01000212,0,0,0,0,8,7,10,100,8,10,7,10,0,0.189278623,0.164791529,0.193911317,0.252812707,0.199205824,0.221172023,0.429111531,0.257088847,0.060491493,0.032136106,734.748,0,5,8,43.44450834,0.296492389
E01000213,0,0,0,0,10,1,10,100,9,10,8,10,0,0.24803431,0.157969979,0.142959257,0.276626162,0.174410293,0.105376344,0.24516129,0.410752688,0.180645161,0.058064516,599.939,0,1,9,32.94089946,0.185132237
E01000214,0,0,0,0,9,6,10,100,8,10,8,10,0,0.160212202,0.179310345,0.285941645,0.232360743,0.142175066,0.340306834,0.440725244,0.181311018,0.033472803,0.0041841,413.25,1,3,10,56.89707214,0.325198939
E01000215,0,0,0,0,11,9,10,100,9,10,8,10,0,0.304553265,0.217353952,0.202749141,0.137886598,0.137457045,0.322058824,0.408823529,0.223529412,0.035294118,0.010294118,792.514,0,4,14,106.3985375,0.208762887
E01000216,0,0,0,0,7,7,10,100,7,10,7,10,0,0.255628518,0.179643527,0.217166979,0.213414634,0.134146341,0.315789474,0.425438596,0.217836257,0.038011696,0.002923977,487.479,1,4,13,109.3333333,0.200281426
E01000217,0,0,0,0,6,4,10,100,7,10,7,10,0,0.278768233,0.182063749,0.216099406,0.193949217,0.129119395,0.226487524,0.385796545,0.303262956,0.057581574,0.026871401,184.483,2,2,17,86.25349487,0.173960022
E01000218,0,0,0,0,8,8,10,100,8,10,7,10,0,0.29902439,0.200487805,0.21902439,0.177560976,0.103902439,0.368237347,0.432809773,0.167539267,0.019197208,0.012216405,485.783,1,5,18,135.1351351,0.214146341
E01000219,0,0,0,0,11,9,10,100,9,10,8,10,0,0.299038462,0.199519231,0.253846154,0.158653846,0.088942308,0.363166954,0.416523236,0.197934596,0.017211704,0.005163511,258.143,1,4,19,108.7866109,0.136538462
E01000220,0,0,0,0,9,6,10,100,8,10,7,10,0,0.223034735,0.186928702,0.248628885,0.181444241,0.159963437,0.451939292,0.376053963,0.133220911,0.028667791,0.010118044,474.783,1,3,17,142.7266797,0.458409506
E01000221,0,0,1,0,13,3,10,100,10,10,10,10,0.237,0.286567164,0.175373134,0.215671642,0.239552239,0.082835821,0.503092784,0.367010309,0.115463918,0.01443299,0,218.151,1,3,21,31.77614418,0.934328358
E01000222,0,0,0,0,13,3,10,100,9,10,8,10,0,0.225741579,0.179989945,0.246354952,0.242835596,0.105077929,0.324110672,0.436758893,0.177865613,0.051383399,0.009881423,652.824,0,4,18,47.8125,0.106083459
E01000223,0,0,0,0,14,3,10,78,10,10,9,10,0,0.244137102,0.162958509,0.228502706,0.253156945,0.111244738,0.370292887,0.487447699,0.127615063,0.014644351,0,566.648,1,3,18,30.54178145,0.628983764
E01000224,0,0,0,0,13,4,10,100,10,10,8,10,0,0.204117647,0.171764706,0.232352941,0.258823529,0.132941176,0.288167939,0.448473282,0.204198473,0.04389313,0.015267176,694.951,0,6,17,105.9190031,0.14
E01000225,0,0,0,0,9,4,10,100,8,10,7,10,0,0.3530889,0.154696133,0.181818182,0.183827223,0.126569563,0.236294896,0.366729679,0.311909263,0.062381853,0.02268431,455.591,1,2,17,64.10173857,0.11903566
E01000226,0,0,0,0,8,9,10,100,8,10,7,10,0,0.241935484,0.172969967,0.224137931,0.253058954,0.107897664,0.36984127,0.442857143,0.146031746,0.031746032,0.00952381,786.1,0,7,18,103.9306358,0.109010011
E01000227,0,0,0,0,11,4,10,100,9,10,8,10,0,0.230299949,0.146415862,0.187595323,0.236908998,0.198779868,0.160862355,0.432835821,0.316749585,0.071310116,0.018242123,449.871,1,5,15,76.89601251,0.141331978
