date,London_total,City of London,City of Westminster,London Borough of Barking and Dagenham,London Borough of Barnet,London Borough of Bexley,London Borough of Brent,London Borough of Bromley,London Borough of Camden,London Borough of Croydon,London Borough of Ealing,London Borough of Enfield,London Borough of Hackney,London Borough of Hammersmith and Fulham,London Borough of Haringey,London Borough of Harrow,London Borough of Havering,London Borough of Hillingdon,London Borough of Hounslow,London Borough of Islington,London Borough of Lambeth,London Borough of Lewisham,London Borough of Merton,London Borough of Newham,London Borough of Redbridge,London Borough of Richmond upon Thames,London Borough of Southwark,London Borough of Sutton,London Borough of Tower Hamlets,London Borough of Waltham Forest,London Borough of Wandsworth,Royal Borough of Greenwich,Royal Borough of Kensington and Chelsea,Royal Borough of Kingston upon Thames
2021-02-01,-25.0,-78.0,-52.0,-16.0,-22.0,-20.0,-13.0,-17.0,-47.0,-18.0,-19.0,-19.0,-19.0,-34.0,-24.0,-18.0,-21.0,-18.0,-20.0,-35.0,-21.0,-16.0,-23.0,-20.0,-18.0,-18.0,-28.0,-21.0,-33.0,-14.0,-24.0,-18.0,-21.0,-26.0
2021-02-02,-24.0,-77.0,-53.0,-16.0,-21.0,-16.0,-13.0,-14.0,-43.0,-13.0,-18.0,-17.0,-17.0,-31.0,-20.0,-16.0,-17.0,-17.0,-20.0,-32.0,-19.0,-12.0,-25.0,-20.0,-11.0,-15.0,-27.0,-19.0,-29.0,-13.0,-21.0,-17.0,-18.0,-24.0
2021-02-03,-26.0,-77.0,-52.0,-10.0,-21.0,-20.0,-13.0,-18.0,-46.0,-18.0,-19.0,-15.0,-17.0,-33.0,-24.0,-17.0,-25.0,-19.0,-22.0,-34.0,-21.0,-13.0,-27.0,-24.0,-18.0,-18.0,-30.0,-21.0,-34.0,-13.0,-22.0,-18.0,-20.0,-28.0
2021-02-04,-26.0,-78.0,-55.0,-12.0,-22.0,-14.0,-16.0,-15.0,-45.0,-13.0,-17.0,-14.0,-16.0,-31.0,-24.0,-21.0,-17.0,-18.0,-23.0,-32.0,-19.0,-7.0,-24.0,-20.0,-20.0,-16.0,-29.0,-21.0,-35.0,-12.0,-20.0,-16.0,-23.0,-28.0
2021-02-05,-16.0,-73.0,-48.0,-1.0,-14.0,-9.0,-5.0,-5.0,-36.0,-4.0,-11.0,-8.0,0.0,-24.0,-14.0,-9.0,-11.0,-11.0,-14.0,-21.0,-8.0,-2.0,-11.0,-10.0,-7.0,-6.0,-18.0,-14.0,-22.0,-6.0,-8.0,-7.0,-14.0,-17.0
2021-02-06,-22.0,-61.0,-52.0,-10.0,-15.0,-10.0,-10.0,-10.0,-43.0,-12.0,-13.0,-14.0,-13.0,-29.0,-22.0,-8.0,-17.0,-14.0,-10.0,-15.0,-14.0,-11.0,-18.0,-22.0,-14.0,-6.0,-27.0,-18.0,-28.0,-13.0,-16.0,-16.0,-21.0,-19.0
2021-02-07,-35.0,-78.0,-59.0,-26.0,-30.0,-31.0,-21.0,-27.0,-53.0,-30.0,-23.0,-27.0,-26.0,-41.0,-35.0,-28.0,-31.0,-26.0,-31.0,-31.0,-30.0,-26.0,-35.0,-35.0,-27.0,-23.0,-37.0,-30.0,-51.0,-26.0,-40.0,-34.0,-36.0,-36.0
2021-02-08,-29.0,-79.0,-55.0,-17.0,-26.0,-28.0,-20.0,-27.0,-49.0,-24.0,-22.0,-24.0,-23.0,-36.0,-29.0,-23.0,-28.0,-21.0,-22.0,-37.0,-26.0,-22.0,-25.0,-24.0,-24.0,-23.0,-31.0,-25.0,-37.0,-22.0,-27.0,-24.0,-26.0,-29.0
2021-02-09,-28.0,-78.0,-54.0,-16.0,-23.0,-22.0,-18.0,-19.0,-46.0,-18.0,-21.0,-19.0,-19.0,-34.0,-23.0,-20.0,-21.0,-19.0,-23.0,-35.0,-23.0,-17.0,-24.0,-22.0,-15.0,-19.0,-32.0,-25.0,-34.0,-19.0,-25.0,-24.0,-25.0,-27.0
2021-02-10,-21.0,-75.0,-50.0,-5.0,-15.0,-14.0,-7.0,-14.0,-42.0,-15.0,-15.0,-10.0,-12.0,-27.0,-18.0,-11.0,-18.0,-14.0,-16.0,-29.0,-16.0,-9.0,-19.0,-16.0,-11.0,-14.0,-24.0,-15.0,-30.0,-11.0,-18.0,-13.0,-19.0,-21.0
2021-02-11,-21.0,-77.0,-51.0,-9.0,-16.0,-12.0,-8.0,-12.0,-42.0,-10.0,-10.0,-10.0,-11.0,-26.0,-18.0,-16.0,-11.0,-9.0,-15.0,-28.0,-16.0,-5.0,-19.0,-18.0,-18.0,-10.0,-26.0,-13.0,-30.0,-11.0,-14.0,-13.0,-16.0,-22.0
2021-02-12,-18.0,-73.0,-49.0,-4.0,-14.0,-8.0,-7.0,-4.0,-39.0,-9.0,-12.0,-10.0,-5.0,-25.0,-16.0,-10.0,-10.0,-7.0,-13.0,-23.0,-11.0,-3.0,-9.0,-15.0,-9.0,-2.0,-21.0,-10.0,-25.0,-10.0,-10.0,-9.0,-15.0,-17.0
2021-02-13,-17.0,-58.0,-51.0,-5.0,-11.0,-3.0,-7.0,-3.0,-40.0,-7.0,-9.0,-8.0,-9.0,-26.0,-17.0,-6.0,-9.0,-7.0,-5.0,-11.0,-11.0,-4.0,-10.0,-15.0,-6.0,-1.0,-21.0,-10.0,-26.0,-6.0,-10.0,-8.0,-17.0,-14.0
2021-02-14,-24.0,-69.0,-50.0,-12.0,-18.0,-17.0,-10.0,-14.0,-42.0,-16.0,-13.0,-14.0,-17.0,-33.0,-22.0,-14.0,-19.0,-16.0,-20.0,-21.0,-20.0,-11.0,-23.0,-21.0,-11.0,-9.0,-24.0,-18.0,-43.0,-12.0,-29.0,-18.0,-19.0,-25.0
2021-02-15,-20.0,-75.0,-48.0,-11.0,-14.0,-12.0,-7.0,-12.0,-42.0,-13.0,-11.0,-14.0,-16.0,-29.0,-20.0,-11.0,-16.0,-11.0,-11.0,-33.0,-19.0,-10.0,-17.0,-10.0,-10.0,-9.0,-25.0,-13.0,-27.0,-12.0,-18.0,-11.0,-14.0,-21.0
2021-02-16,-21.0,-74.0,-51.0,-13.0,-17.0,-10.0,-11.0,-8.0,-40.0,-9.0,-15.0,-12.0,-14.0,-28.0,-17.0,-12.0,-12.0,-11.0,-16.0,-29.0,-17.0,-7.0,-20.0,-14.0,-8.0,-9.0,-25.0,-15.0,-27.0,-13.0,-17.0,-15.0,-15.0,-22.0
2021-02-17,-22.0,-73.0,-49.0,-7.0,-18.0,-13.0,-9.0,-15.0,-43.0,-14.0,-18.0,-14.0,-15.0,-28.0,-20.0,-13.0,-18.0,-16.0,-17.0,-32.0,-17.0,-6.0,-22.0,-17.0,-13.0,-12.0,-25.0,-16.0,-29.0,-11.0,-19.0,-12.0,-19.0,-23.0
2021-02-18,-18.0,-74.0,-50.0,-7.0,-11.0,-9.0,-5.0,-10.0,-38.0,-8.0,-8.0,-7.0,-8.0,-23.0,-14.0,-9.0,-11.0,-7.0,-10.0,-26.0,-14.0,-1.0,-19.0,-13.0,-11.0,-6.0,-22.0,-14.0,-25.0,-8.0,-12.0,-9.0,-12.0,-20.0
2021-02-19,-16.0,-72.0,-46.0,-3.0,-13.0,-6.0,-4.0,-4.0,-36.0,-6.0,-11.0,-7.0,-4.0,-22.0,-13.0,-6.0,-11.0,-9.0,-10.0,-24.0,-8.0,1.0,-9.0,-11.0,-8.0,-2.0,-17.0,-12.0,-20.0,-9.0,-7.0,-8.0,-10.0,-15.0
2021-02-20,-16.0,-49.0,-45.0,-5.0,-10.0,-6.0,-6.0,-9.0,-36.0,-9.0,-8.0,-12.0,-4.0,-22.0,-16.0,-4.0,-14.0,-13.0,-4.0,-11.0,-10.0,-2.0,-14.0,-14.0,-10.0,-1.0,-17.0,-15.0,-20.0,-6.0,-10.0,-8.0,-10.0,-16.0
2021-02-21,-23.0,-63.0,-46.0,-15.0,-19.0,-18.0,-7.0,-16.0,-39.0,-16.0,-12.0,-16.0,-15.0,-30.0,-25.0,-13.0,-22.0,-20.0,-19.0,-23.0,-18.0,-8.0,-23.0,-20.0,-15.0,-9.0,-23.0,-18.0,-39.0,-12.0,-27.0,-15.0,-13.0,-26.0
2021-02-22,-22.0,-75.0,-48.0,-11.0,-16.0,-15.0,-10.0,-16.0,-44.0,-15.0,-15.0,-15.0,-17.0,-30.0,-22.0,-13.0,-17.0,-14.0,-13.0,-33.0,-21.0,-12.0,-18.0,-17.0,-14.0,-13.0,-25.0,-18.0,-29.0,-15.0,-20.0,-14.0,-15.0,-25.0
2021-02-23,-18.0,-73.0,-46.0,-10.0,-13.0,-9.0,-5.0,-6.0,-35.0,-7.0,-12.0,-12.0,-8.0,-23.0,-12.0,-8.0,-10.0,-9.0,-10.0,-28.0,-15.0,-2.0,-15.0,-12.0,-4.0,-10.0,-22.0,-15.0,-22.0,-9.0,-15.0,-11.0,-9.0,-21.0
2021-02-24,-18.0,-72.0,-46.0,-4.0,-12.0,-9.0,-4.0,-10.0,-39.0,-9.0,-11.0,-9.0,-5.0,-26.0,-14.0,-9.0,-15.0,-11.0,-10.0,-28.0,-13.0,1.0,-18.0,-13.0,-7.0,-10.0,-21.0,-11.0,-23.0,-8.0,-14.0,-7.0,-11.0,-21.0
2021-02-25,-17.0,-74.0,-48.0,-7.0,-10.0,-5.0,-4.0,-9.0,-38.0,-4.0,-7.0,-7.0,-6.0,-24.0,-14.0,-8.0,-8.0,-6.0,-8.0,-25.0,-13.0,2.0,-17.0,-13.0,-14.0,-5.0,-21.0,-11.0,-24.0,-7.0,-11.0,-9.0,-10.0,-18.0
2021-02-26,-9.0,-69.0,-42.0,4.0,-5.0,0.0,5.0,2.0,-30.0,2.0,-3.0,-2.0,7.0,-19.0,-4.0,1.0,-6.0,-2.0,-1.0,-16.0,-3.0,10.0,-5.0,-4.0,-4.0,4.0,-8.0,-7.0,-12.0,-2.0,-2.0,0.0,-4.0,-10.0
2021-02-27,-12.0,-49.0,-42.0,-4.0,-4.0,-3.0,-2.0,-4.0,-33.0,-3.0,-3.0,-5.0,1.0,-19.0,-11.0,-1.0,-11.0,-8.0,1.0,-8.0,-7.0,3.0,-9.0,-11.0,-4.0,5.0,-14.0,-11.0,-15.0,-3.0,-6.0,-3.0,-5.0,-10.0
2021-02-28,-20.0,-67.0,-47.0,-11.0,-15.0,-13.0,-6.0,-10.0,-40.0,-10.0,-7.0,-12.0,-12.0,-30.0,-20.0,-10.0,-15.0,-14.0,-13.0,-22.0,-18.0,-7.0,-21.0,-17.0,-12.0,-7.0,-20.0,-16.0,-37.0,-10.0,-26.0,-13.0,-12.0,-22.0
2021-03-01,-16.0,-73.0,-44.0,-8.0,-8.0,-8.0,-1.0,-9.0,-41.0,-6.0,-8.0,-9.0,-10.0,-28.0,-16.0,-5.0,-13.0,-8.0,-5.0,-28.0,-15.0,-7.0,-13.0,-10.0,-11.0,-7.0,-19.0,-10.0,-23.0,-7.0,-14.0,-10.0,-9.0,-17.0
2021-03-02,-18.0,-73.0,-46.0,-10.0,-12.0,-8.0,-7.0,-7.0,-38.0,-3.0,-10.0,-10.0,-11.0,-27.0,-14.0,-10.0,-11.0,-9.0,-10.0,-29.0,-15.0,-2.0,-15.0,-12.0,-5.0,-8.0,-19.0,-12.0,-22.0,-10.0,-14.0,-11.0,-10.0,-18.0
2021-03-03,-22.0,-75.0,-51.0,-10.0,-17.0,-13.0,-8.0,-13.0,-43.0,-12.0,-14.0,-12.0,-14.0,-30.0,-20.0,-13.0,-19.0,-13.0,-14.0,-32.0,-18.0,-6.0,-20.0,-19.0,-15.0,-12.0,-26.0,-14.0,-31.0,-14.0,-19.0,-14.0,-16.0,-24.0
2021-03-04,-16.0,-74.0,-48.0,-3.0,-9.0,-6.0,-4.0,-6.0,-37.0,-3.0,-5.0,-6.0,-3.0,-24.0,-11.0,-11.0,-7.0,-7.0,-7.0,-24.0,-12.0,3.0,-14.0,-10.0,-9.0,-6.0,-20.0,-12.0,-23.0,-7.0,-9.0,-7.0,-8.0,-18.0
2021-03-05,-11.0,-71.0,-44.0,2.0,-7.0,-3.0,0.0,-2.0,-32.0,0.0,-5.0,-3.0,3.0,-21.0,-8.0,-2.0,-7.0,-3.0,-4.0,-20.0,-5.0,5.0,-3.0,-5.0,-5.0,2.0,-11.0,-8.0,-15.0,-5.0,-4.0,-3.0,-7.0,-14.0
2021-03-06,-14.0,-54.0,-46.0,-2.0,-6.0,-1.0,-3.0,-3.0,-36.0,-4.0,-5.0,-6.0,-5.0,-22.0,-12.0,-2.0,-12.0,-7.0,1.0,-9.0,-9.0,0.0,-10.0,-11.0,-7.0,4.0,-17.0,-8.0,-17.0,-5.0,-7.0,-7.0,-8.0,-15.0
2021-03-07,-17.0,-63.0,-44.0,-8.0,-11.0,-9.0,-1.0,-11.0,-36.0,-7.0,-4.0,-9.0,-11.0,-28.0,-16.0,-8.0,-16.0,-10.0,-13.0,-18.0,-16.0,-6.0,-16.0,-14.0,-6.0,-2.0,-18.0,-12.0,-35.0,-7.0,-23.0,-10.0,-7.0,-21.0
2021-03-08,-11.0,-71.0,-42.0,5.0,-1.0,-1.0,4.0,-2.0,-37.0,-1.0,-1.0,-1.0,-6.0,-25.0,-9.0,3.0,-4.0,-1.0,0.0,-26.0,-12.0,0.0,-6.0,-1.0,2.0,0.0,-16.0,-5.0,-20.0,0.0,-13.0,0.0,-3.0,-14.0
2021-03-09,-12.0,-71.0,-41.0,-4.0,-6.0,-1.0,0.0,1.0,-32.0,0.0,-5.0,-5.0,-2.0,-20.0,-8.0,-2.0,-4.0,-3.0,-4.0,-24.0,-7.0,5.0,-9.0,-4.0,0.0,2.0,-16.0,-7.0,-17.0,-4.0,-10.0,-2.0,1.0,-15.0
2021-03-10,-20.0,-73.0,-49.0,-4.0,-15.0,-8.0,-9.0,-11.0,-43.0,-12.0,-13.0,-9.0,-12.0,-29.0,-19.0,-11.0,-14.0,-11.0,-12.0,-30.0,-16.0,-3.0,-17.0,-17.0,-12.0,-13.0,-25.0,-10.0,-28.0,-11.0,-16.0,-12.0,-15.0,-22.0
2021-03-11,-11.0,-71.0,-44.0,0.0,-4.0,1.0,1.0,-2.0,-33.0,1.0,-3.0,-1.0,0.0,-17.0,-7.0,-3.0,-1.0,0.0,-3.0,-20.0,-9.0,7.0,-11.0,-6.0,-5.0,1.0,-16.0,-5.0,-19.0,-2.0,-6.0,-1.0,-2.0,-15.0
2021-03-12,-7.0,-70.0,-42.0,6.0,-3.0,6.0,5.0,5.0,-29.0,4.0,0.0,2.0,6.0,-18.0,-5.0,5.0,1.0,1.0,-1.0,-16.0,-2.0,11.0,0.0,-4.0,1.0,5.0,-10.0,-1.0,-10.0,-2.0,0.0,1.0,-2.0,-6.0
2021-03-13,-9.0,-49.0,-45.0,2.0,-1.0,11.0,2.0,10.0,-33.0,4.0,-1.0,2.0,0.0,-17.0,-9.0,4.0,1.0,1.0,8.0,-4.0,-5.0,7.0,-2.0,-8.0,1.0,11.0,-12.0,1.0,-14.0,1.0,-2.0,0.0,-6.0,-6.0
2021-03-14,-15.0,-63.0,-45.0,-6.0,-7.0,-3.0,0.0,-3.0,-37.0,-4.0,-3.0,-3.0,-5.0,-25.0,-15.0,-3.0,-11.0,-7.0,-10.0,-16.0,-12.0,1.0,-13.0,-13.0,-3.0,1.0,-16.0,-8.0,-35.0,-5.0,-22.0,-8.0,-8.0,-18.0
2021-03-15,-14.0,-71.0,-41.0,-3.0,-9.0,-4.0,-2.0,-7.0,-38.0,-5.0,-4.0,-7.0,-8.0,-24.0,-13.0,-3.0,-9.0,-3.0,-4.0,-25.0,-13.0,-3.0,-10.0,-7.0,-4.0,-3.0,-16.0,-7.0,-21.0,-8.0,-12.0,-7.0,-6.0,-15.0
2021-03-16,-14.0,-71.0,-43.0,-7.0,-8.0,1.0,-4.0,-1.0,-34.0,0.0,-5.0,-5.0,-3.0,-24.0,-10.0,-5.0,-8.0,-5.0,-7.0,-23.0,-11.0,3.0,-11.0,-7.0,0.0,0.0,-18.0,-8.0,-18.0,-7.0,-12.0,-7.0,-3.0,-14.0
2021-03-17,-13.0,-71.0,-42.0,1.0,-8.0,-1.0,-1.0,-5.0,-36.0,-6.0,-5.0,-4.0,-3.0,-22.0,-10.0,-1.0,-9.0,-4.0,-6.0,-24.0,-9.0,5.0,-13.0,-8.0,-2.0,-4.0,-17.0,-7.0,-20.0,-4.0,-9.0,-4.0,-3.0,-18.0
2021-03-18,-12.0,-71.0,-44.0,-2.0,-3.0,0.0,1.0,-2.0,-33.0,1.0,0.0,1.0,0.0,-18.0,-8.0,-4.0,-3.0,2.0,-3.0,-20.0,-10.0,8.0,-9.0,-7.0,-7.0,4.0,-16.0,-4.0,-20.0,-2.0,-6.0,-4.0,0.0,-14.0
2021-03-19,-5.0,-67.0,-37.0,8.0,1.0,4.0,8.0,6.0,-24.0,6.0,4.0,3.0,12.0,-13.0,-2.0,8.0,0.0,2.0,0.0,-11.0,0.0,14.0,1.0,1.0,3.0,12.0,-4.0,-2.0,-7.0,-2.0,6.0,2.0,5.0,-5.0
2021-03-20,-13.0,-47.0,-42.0,-1.0,-5.0,0.0,-3.0,-3.0,-34.0,-2.0,-2.0,-4.0,-2.0,-20.0,-12.0,-3.0,-10.0,-9.0,-1.0,-7.0,-9.0,1.0,-8.0,-10.0,-6.0,5.0,-13.0,-10.0,-15.0,-3.0,-6.0,-7.0,-6.0,-10.0
2021-03-21,-16.0,-60.0,-41.0,-11.0,-10.0,-8.0,-1.0,-8.0,-32.0,-6.0,-2.0,-9.0,-6.0,-25.0,-16.0,-7.0,-13.0,-9.0,-13.0,-16.0,-14.0,-3.0,-18.0,-14.0,-7.0,3.0,-15.0,-13.0,-33.0,-9.0,-21.0,-9.0,-3.0,-17.0
2021-03-22,-8.0,-69.0,-37.0,-1.0,-3.0,-2.0,7.0,0.0,-33.0,1.0,3.0,-2.0,1.0,-21.0,-7.0,4.0,-4.0,0.0,-2.0,-21.0,-9.0,4.0,-5.0,-2.0,1.0,3.0,-12.0,-3.0,-14.0,-1.0,-6.0,1.0,3.0,-11.0
2021-03-23,-11.0,-70.0,-41.0,-4.0,-5.0,0.0,0.0,0.0,-32.0,2.0,-3.0,-3.0,-1.0,-21.0,-8.0,-1.0,-2.0,-3.0,-6.0,-21.0,-9.0,6.0,-10.0,-5.0,4.0,3.0,-14.0,-7.0,-15.0,-4.0,-9.0,-5.0,-1.0,-14.0
2021-03-24,-11.0,-73.0,-41.0,2.0,-2.0,3.0,2.0,0.0,-33.0,-2.0,-3.0,-3.0,3.0,-22.0,-8.0,1.0,-5.0,-2.0,-4.0,-22.0,-8.0,8.0,-9.0,-6.0,0.0,1.0,-15.0,-5.0,-18.0,-2.0,-6.0,-2.0,-2.0,-15.0
2021-03-25,-9.0,-73.0,-42.0,-1.0,0.0,5.0,3.0,1.0,-30.0,5.0,2.0,2.0,5.0,-18.0,-4.0,-1.0,2.0,3.0,-1.0,-17.0,-8.0,10.0,-8.0,-5.0,-5.0,5.0,-14.0,-2.0,-19.0,0.0,-5.0,-2.0,1.0,-13.0
2021-03-26,-8.0,-73.0,-40.0,3.0,-2.0,5.0,4.0,4.0,-30.0,2.0,-1.0,1.0,7.0,-20.0,-5.0,1.0,-1.0,2.0,-2.0,-16.0,-2.0,11.0,-3.0,-2.0,-1.0,6.0,-9.0,-3.0,-11.0,-4.0,0.0,-1.0,-4.0,-10.0
2021-03-27,-9.0,-61.0,-38.0,-3.0,-2.0,3.0,2.0,1.0,-29.0,3.0,2.0,-1.0,3.0,-19.0,-7.0,3.0,-2.0,-2.0,5.0,-7.0,-3.0,6.0,-5.0,-6.0,1.0,11.0,-9.0,-5.0,-11.0,0.0,-1.0,2.0,1.0,-8.0
2021-03-28,-20.0,-75.0,-45.0,-13.0,-21.0,-12.0,-5.0,-13.0,-40.0,-9.0,-8.0,-10.0,-17.0,-33.0,-21.0,-13.0,-14.0,-14.0,-16.0,-22.0,-18.0,-5.0,-19.0,-15.0,-10.0,-3.0,-19.0,-13.0,-37.0,-11.0,-24.0,-15.0,-13.0,-25.0
2021-03-29,-5.0,-72.0,-32.0,5.0,-3.0,6.0,7.0,3.0,-30.0,5.0,4.0,2.0,-3.0,-21.0,-5.0,5.0,1.0,4.0,5.0,-20.0,-5.0,7.0,-3.0,3.0,6.0,8.0,-7.0,1.0,-12.0,3.0,-3.0,7.0,7.0,-8.0
2021-03-30,-4.0,-70.0,-29.0,1.0,1.0,9.0,6.0,10.0,-20.0,11.0,5.0,4.0,2.0,-15.0,-2.0,4.0,5.0,6.0,3.0,-16.0,0.0,15.0,-3.0,4.0,12.0,16.0,-6.0,3.0,-10.0,5.0,1.0,8.0,9.0,-4.0
2021-03-31,-4.0,-70.0,-34.0,11.0,0.0,10.0,10.0,10.0,-26.0,10.0,5.0,8.0,4.0,-12.0,-2.0,7.0,4.0,5.0,5.0,-16.0,2.0,19.0,-2.0,1.0,7.0,13.0,-5.0,8.0,-13.0,7.0,1.0,8.0,7.0,-8.0
2021-04-01,6.0,-70.0,-35.0,17.0,11.0,24.0,20.0,23.0,-20.0,24.0,16.0,22.0,19.0,-2.0,9.0,14.0,25.0,21.0,17.0,-4.0,13.0,34.0,9.0,14.0,13.0,25.0,5.0,17.0,-5.0,22.0,15.0,20.0,14.0,2.0
2021-04-02,-6.0,-85.0,-46.0,8.0,1.0,5.0,11.0,8.0,-29.0,7.0,3.0,6.0,5.0,-21.0,0.0,10.0,1.0,7.0,5.0,-21.0,-4.0,10.0,4.0,3.0,6.0,14.0,-7.0,4.0,-11.0,4.0,4.0,9.0,-6.0,-5.0
2021-04-03,-7.0,-69.0,-42.0,5.0,2.0,9.0,5.0,9.0,-30.0,8.0,5.0,5.0,-1.0,-19.0,-5.0,8.0,3.0,4.0,12.0,-5.0,-6.0,7.0,2.0,-5.0,2.0,15.0,-12.0,2.0,-13.0,3.0,-1.0,4.0,-5.0,-4.0
2021-04-04,-36.0,-77.0,-43.0,-35.0,-32.0,-48.0,-26.0,-44.0,-46.0,-34.0,-23.0,-37.0,-21.0,-37.0,-34.0,-30.0,-50.0,-44.0,-40.0,-33.0,-33.0,-21.0,-49.0,-30.0,-24.0,-31.0,-34.0,-45.0,-40.0,-28.0,-46.0,-26.0,-23.0,-43.0
2021-04-05,-18.0,-89.0,-53.0,-9.0,-7.0,-10.0,0.0,-10.0,-41.0,-11.0,-13.0,-12.0,-14.0,-36.0,-17.0,-2.0,-12.0,-4.0,-9.0,-36.0,-21.0,-11.0,-14.0,-7.0,-2.0,-5.0,-24.0,-10.0,-25.0,-6.0,-18.0,-3.0,-18.0,-19.0
2021-04-06,-10.0,-72.0,-40.0,-6.0,-5.0,-1.0,1.0,3.0,-30.0,3.0,-4.0,-1.0,-2.0,-20.0,-6.0,1.0,0.0,0.0,-2.0,-22.0,-10.0,5.0,-10.0,-2.0,5.0,5.0,-13.0,-2.0,-15.0,-3.0,-9.0,-2.0,-1.0,-14.0
2021-04-07,-12.0,-73.0,-40.0,1.0,-6.0,-3.0,2.0,-3.0,-32.0,-4.0,-4.0,-3.0,-1.0,-20.0,-9.0,0.0,-6.0,-4.0,-5.0,-22.0,-11.0,5.0,-11.0,-6.0,0.0,-1.0,-16.0,-4.0,-17.0,-2.0,-9.0,-2.0,-5.0,-17.0
2021-04-08,-10.0,-72.0,-38.0,-1.0,-3.0,0.0,1.0,-1.0,-27.0,3.0,1.0,3.0,2.0,-18.0,-6.0,-2.0,0.0,1.0,-1.0,-18.0,-9.0,8.0,-10.0,-4.0,-2.0,4.0,-12.0,-6.0,-16.0,0.0,-2.0,-1.0,2.0,-14.0
2021-04-09,-7.0,-71.0,-36.0,1.0,-2.0,-1.0,4.0,2.0,-24.0,4.0,1.0,0.0,6.0,-16.0,-5.0,5.0,-4.0,2.0,-2.0,-15.0,-5.0,9.0,-2.0,-5.0,1.0,9.0,-7.0,-5.0,-8.0,-2.0,0.0,3.0,-1.0,-10.0
2021-04-10,-13.0,-64.0,-43.0,-4.0,-6.0,-4.0,-3.0,-4.0,-35.0,-1.0,-2.0,-5.0,-4.0,-21.0,-12.0,-2.0,-11.0,-6.0,0.0,-4.0,-10.0,3.0,-9.0,-12.0,-3.0,5.0,-15.0,-9.0,-13.0,-3.0,-6.0,-6.0,-10.0,-15.0
2021-04-11,-15.0,-74.0,-34.0,-10.0,-11.0,-10.0,1.0,-11.0,-30.0,-7.0,0.0,-7.0,-9.0,-26.0,-14.0,-6.0,-13.0,-9.0,-10.0,-12.0,-14.0,-2.0,-17.0,-10.0,-2.0,-1.0,-11.0,-14.0,-27.0,-4.0,-22.0,-5.0,-6.0,-19.0
2021-04-12,-5.0,-68.0,-15.0,-4.0,2.0,-1.0,6.0,0.0,-26.0,1.0,3.0,-2.0,-2.0,-15.0,-5.0,9.0,-3.0,1.0,2.0,-21.0,-11.0,5.0,-5.0,5.0,7.0,2.0,-11.0,-3.0,-5.0,2.0,-6.0,1.0,3.0,-3.0
2021-04-13,-7.0,-67.0,-24.0,-6.0,-1.0,3.0,4.0,2.0,-24.0,6.0,2.0,-1.0,-2.0,-15.0,-3.0,7.0,-2.0,0.0,-3.0,-21.0,-10.0,9.0,-6.0,1.0,8.0,4.0,-12.0,-4.0,-7.0,0.0,-8.0,-2.0,0.0,-3.0
2021-04-14,-6.0,-65.0,-22.0,1.0,-2.0,1.0,4.0,0.0,-24.0,1.0,1.0,0.0,2.0,-17.0,-4.0,8.0,-1.0,-1.0,-2.0,-19.0,-6.0,13.0,-8.0,1.0,2.0,3.0,-9.0,0.0,-8.0,4.0,-4.0,3.0,1.0,-3.0
2021-04-15,-7.0,-57.0,-30.0,-3.0,0.0,4.0,5.0,3.0,-24.0,6.0,5.0,0.0,2.0,-12.0,-5.0,3.0,2.0,5.0,-2.0,-18.0,-8.0,13.0,-6.0,2.0,-1.0,7.0,-11.0,-2.0,-11.0,0.0,-2.0,1.0,1.0,-4.0
2021-04-16,-3.0,-53.0,-20.0,4.0,3.0,4.0,9.0,8.0,-15.0,8.0,3.0,2.0,11.0,-9.0,-1.0,10.0,1.0,1.0,0.0,-15.0,-1.0,13.0,3.0,3.0,1.0,11.0,-4.0,-4.0,-3.0,0.0,4.0,4.0,4.0,0.0
2021-04-17,-6.0,-15.0,-14.0,-2.0,1.0,-2.0,0.0,0.0,-17.0,1.0,3.0,-3.0,3.0,-10.0,-6.0,8.0,-3.0,-3.0,4.0,-6.0,-7.0,8.0,-5.0,-4.0,0.0,7.0,-9.0,-9.0,-4.0,2.0,-3.0,1.0,5.0,1.0
2021-04-18,-8.0,-23.0,-18.0,-8.0,-2.0,-6.0,4.0,0.0,-20.0,2.0,7.0,-4.0,-1.0,-20.0,-9.0,2.0,1.0,-6.0,4.0,-12.0,-11.0,4.0,-10.0,-6.0,0.0,3.0,-8.0,-9.0,-21.0,0.0,-18.0,2.0,5.0,-9.0
2021-04-19,-3.0,-58.0,-23.0,0.0,4.0,6.0,9.0,5.0,-24.0,5.0,6.0,1.0,2.0,-14.0,0.0,12.0,0.0,3.0,4.0,-17.0,-6.0,10.0,1.0,4.0,3.0,9.0,-6.0,1.0,-7.0,4.0,-1.0,8.0,7.0,-1.0
2021-04-20,-5.0,-56.0,-24.0,-2.0,1.0,5.0,6.0,5.0,-21.0,8.0,3.0,-1.0,2.0,-12.0,-1.0,7.0,2.0,2.0,-1.0,-16.0,-4.0,13.0,-5.0,1.0,7.0,9.0,-9.0,-1.0,-8.0,1.0,-2.0,2.0,6.0,-3.0
2021-04-21,-6.0,-57.0,-29.0,4.0,0.0,4.0,7.0,3.0,-26.0,2.0,2.0,2.0,1.0,-16.0,-3.0,6.0,-1.0,0.0,-1.0,-16.0,-5.0,16.0,-6.0,0.0,4.0,5.0,-9.0,2.0,-11.0,3.0,-4.0,4.0,4.0,-7.0
