,Stage3,"(0, '15,069 < 30,138 ft2 (1,400 < 2,800 m2)')","(0, '3,013 < 15,069 ft2 (280 < 1,400 m2)')","(0, '30,138 ft2 > (2,800 m2)')","(0, '< 3,013 ft2 (280m2)')",FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodPT30pct,FoodCyct,FoodCyc15n,FoodCyc30n,FoodCyc45n,FoodCyc60n,FoodCyc15pct,FoodCyc30pct,FoodCyc45pct,FoodCyc60pct,FoodCart,FoodCar15n,NUMPOINTS,PointsDens,NearestDist_mean,NearestDist_median,NUMPOINTS(500m)_mean,NUMPOINTS(500m)_median,NUMPOINT(1km)_mean,NUMPOINT(1km)_median,NUMPOINT(2km)_mean,NUMPOINT(2km)_median,0-18,19-34,35-49,50-64,65+,Total_pop,IMD - Average rank ,IMD - Rank of average rank ,IMD - Average score ,IMD - Rank of average score ,IMD - Proportion of LSOAs in most deprived 10% nationally ,IMD - Rank of proportion of LSOAs in most deprived 10% nationally ,IMD 2019 - Extent ,IMD 2019 - Rank of extent ,IMD 2019 - Local concentration ,IMD 2019 - Rank of local concentration ,Income - Average rank,Income - Rank of average rank,Income - Average score,Income - Rank of average score,Income - Proportion of LSOAs in most deprived 10% nationally,Income - Rank of Proportion of LSOAs in most deprived 10% nationally,Income - Scale,Income - Rank of scale,Employment - Average rank,Employment - Rank of average rank,Employment - Average score,Employment - Rank of average score,Employment - Proportion of LSOAs in most deprived 10% nationally,Employment - Rank of proportion of LSOAs in most deprived 10% nationally,Employment - Scale,Employment - Rank of scale,"Education, Skills and Training - Average rank","Education, Skills and Training - Rank of average rank","Education, Skills and Training - Average score","Education, Skills and Training - Rank of average score","Education, Skills and Training - Proportion of LSOAs in most deprived 10% nationally","Education, Skills and Training - Rank of proportion of LSOAs in most deprived 10% nationally",Health Deprivation and Disability - Average rank,Health Deprivation and Disability - Rank of average rank,Health Deprivation and Disability - Average score,Health Deprivation and Disability - Rank of average score,Health Deprivation and Disability - Proportion of LSOAs in most deprived 10% nationally,Health Deprivation and Disability - Rank of proportion of LSOAs in most deprived 10% nationally,Crime - Average rank,Crime - Rank of average rank,Crime - Average score,Crime - Rank of average score,Crime - Proportion of LSOAs in most deprived 10% nationally,Crime - Rank of proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Average rank,Barriers to Housing and Services - Rank of average rank,Barriers to Housing and Services - Average score,Barriers to Housing and Services - Rank of average score,Barriers to Housing and Services - Proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Rank of proportion of LSOAs in most deprived 10% nationally,Living Environment - Average rank,Living Environment - Rank of average rank,Living Environment - Average score,Living Environment - Rank of average score,Living Environment - Proportion of LSOAs in most deprived 10% nationally,Living Environment - Rank of proportion of LSOAs in most deprived 10% nationally,Cars: No cars or vans in household; measures: Value,Cars: 1 car or van in household; measures: Value,Cars: 2 cars or vans in household; measures: Value,Cars: 3 cars or vans in household; measures: Value,Cars: 4 or more cars or vans in household; measures: Value,Total_car,WA_HubDist,WA_NUMPOINTS(500m),WA_NUMPOINTS(1km),WA_NUMPOINTS(2km),pop_den,NNI,z.score,p,expected.mean.distance,observed.mean.distance,Employee,employee/pop
Crime - Proportion of LSOAs in most deprived 10% nationally,0.050114422,-0.210429443,0.127177912,-0.22997216,0.133725103,-0.339837997,0.337166715,0.024904721,0.364349773,0.19107175,-0.366688368,0.260073206,0.181621123,0.19107175,0.19107175,0.315604425,0.19107175,0.19107175,0.19107175,-0.32933005,0.082820534,0.190279212,0.07268323,-0.28277094,-0.316938219,0.101319069,0.082224189,0.086019432,0.053485276,0.171548819,0.098712063,-0.033896322,0.549981606,0.076737305,-0.565880476,-0.629151178,0.226398929,0.663235857,-0.665710893,0.679046874,-0.687109103,0.324799177,-0.59308742,0.614246028,-0.684651601,0.604693801,-0.6396966,0.628548908,-0.623399923,0.521363143,-0.663652813,0.579833508,-0.670461679,0.542007207,-0.485677843,0.642237428,-0.649098528,1.93E-16,-0.673172587,0.215207116,-0.398679994,0.591159685,-0.517815501,0.252594945,-0.154250675,0.231649028,-0.167402124,,0.147514259,0.65897447,-0.646344708,0.608815571,-0.61675615,,-0.508407959,0.67795678,-0.686790661,0.618334123,-0.691883471,1,-0.892775079,0.378957095,-0.376651334,0.296839018,-0.368074343,0.170092641,-0.182769792,0.438086682,-0.429010917,0.416475263,-0.425278224,0.287015607,-0.429791001,0.560976858,-0.505227733,-0.56089957,-0.554617952,-0.529887078,-0.333683782,-0.296208078,0.110817828,0.090306111,0.176904441,0.637357278,-0.054258251,-0.026283542,0.204415432,-0.196422978,-0.206216359,0.139835507,-0.180568679
Crime - Rank of proportion of LSOAs in most deprived 10% nationally,-0.197639384,0.269147413,-0.054852055,0.10504527,-0.150868295,0.364227223,-0.364790937,-0.063789137,-0.415012601,-0.093325118,0.388126486,-0.281503295,-0.177492111,-0.175582834,-0.175582834,-0.251874745,-0.175582834,-0.175582834,-0.175582834,0.334401418,-0.029981842,-0.257251588,-0.008893128,0.265640276,0.283272953,-0.038886583,-0.027417426,-0.022723752,0.009448969,-0.115970427,-0.041584492,-0.065982127,-0.613969738,0.063765893,0.681410789,0.713347311,-0.335613983,-0.840430914,0.840154329,-0.844190723,0.853112241,-0.34006879,0.5991664,-0.75898698,0.835019103,-0.765499219,0.78440068,-0.796474198,0.788398502,-0.64326918,0.830819101,-0.598020102,0.737905465,-0.691600908,0.64982449,-0.8012898,0.800574659,2.03E-16,0.823319028,-0.209751469,0.393552045,-0.726690183,0.673070983,-0.43572268,0.352218988,-0.405534318,0.342467349,,-0.09131823,-0.764586356,0.758619554,-0.703076957,0.721867732,,0.581751717,-0.828304204,0.85533884,-0.752863096,0.855738935,-0.892775079,1,-0.480104224,0.435309367,-0.436179108,0.426812851,-0.300354254,0.23568066,-0.5076475,0.483401491,-0.48702014,0.485054553,-0.336089221,0.508713879,-0.605570371,0.526680674,0.619792044,0.602503959,0.578999011,0.327216893,0.275809959,-0.050561497,-0.026667159,-0.122177653,-0.690930637,0.077089295,0.065127231,-0.18447189,0.162384122,0.148629718,-0.12905367,0.272799423
Barriers to Housing and Services - Average rank,0.206183204,-0.182112412,-0.027303232,0.174934009,0.011668425,-0.037415087,0.004532252,0.067809071,0.094220726,0.253583281,-0.0151074,0.168103474,-0.004145903,-0.017298267,-0.017298267,0.043000559,-0.017298267,-0.017298267,-0.017298267,0.122291404,-0.090582229,-0.209436348,0.07329967,-0.018864919,-0.040718324,0.005332108,0.026728027,0.024825183,0.011018482,0.045214691,0.056636915,0.253084314,0.251607787,-0.213591752,-0.273474832,-0.452015365,0.241241398,0.742609877,-0.730327945,0.733307626,-0.7267649,0.430907562,-0.588646473,0.622628748,-0.660870215,0.583144972,-0.595981015,0.628523267,-0.621133791,0.584012167,-0.614756011,0.361898976,-0.409103775,0.574614951,-0.39243951,0.614333744,-0.619251755,-9.59E-16,-0.582586707,-0.059369552,-0.198681954,0.50621324,-0.346745118,0.421551282,-0.393028146,0.402655588,-0.372656473,,0.208377567,0.486035669,-0.465791521,0.500820407,-0.480168462,,-0.225446825,0.371918068,-0.410951155,0.291664496,-0.394445721,0.378957095,-0.480104224,1,-0.900657931,0.962391182,-0.920765308,0.852576677,-0.890488503,0.307654144,-0.328848155,0.284189617,-0.327436328,0.177099362,-0.334518475,0.311604698,-0.292968703,-0.314868903,-0.258025771,-0.284864993,-0.125106842,-0.038221475,0.011393868,0.026899263,0.046051903,0.206167591,0.198484755,0.196097168,0.261330771,0.046073916,0.135383582,-0.139268293,0.105024502
Barriers to Housing and Services - Rank of average rank,-0.033662198,0.101278354,0.082084331,-0.127607818,-0.045231265,0.054179187,-0.054782829,0.018597484,-0.012705721,-0.266360386,0.013596371,-0.095270545,0.073622657,0.069340895,0.069340895,0.011985368,0.069340895,0.069340895,0.069340895,-0.036264875,0.056730072,0.018958849,-0.101722907,0.01852142,0.048093921,-0.045394898,-0.055560565,-0.05864518,-0.052584466,-0.079772448,-0.097409665,-0.119425787,-0.313162311,0.276606331,0.27609965,0.396617348,-0.285328326,-0.640221355,0.640857567,-0.60998871,0.634747025,-0.283671807,0.417702443,-0.479790988,0.554608731,-0.548934873,0.536652729,-0.554410871,0.563270685,-0.450839483,0.55849948,-0.304605436,0.343590782,-0.52236702,0.397239286,-0.535146143,0.538429694,7.23E-17,0.50957127,-0.00761328,0.156025604,-0.480888098,0.36434801,-0.34777754,0.268816945,-0.315242411,0.257717897,,-0.222712769,-0.45395861,0.431486797,-0.486359339,0.444966538,,0.218160054,-0.311854241,0.34485508,-0.253494286,0.333156729,-0.376651334,0.435309367,-0.900657931,1,-0.77605439,0.987767423,-0.587892143,0.777578308,-0.232980487,0.233367242,-0.234055442,0.232087531,-0.209098441,0.329426484,-0.279685472,0.30336975,0.263417224,0.195028842,0.191743544,0.034250386,0.037141299,-0.050124017,-0.059906899,-0.081493247,-0.216583268,-0.115716423,-0.100199697,-0.1918364,-0.052065012,-0.081854713,0.062616353,-0.091929437
Barriers to Housing and Services - Average score,0.304862789,-0.166273791,0.025059407,0.21599803,-0.064792313,0.017947199,-0.068588829,0.088321102,0.110548103,0.215642748,0.02814189,0.15221991,0.026014874,0.009831959,0.009831959,0.040676264,0.009831959,0.009831959,0.009831959,0.169415466,-0.154693032,-0.31124378,0.007145911,0.057564186,0.044243463,-0.066141015,-0.039357787,-0.042692627,-0.053635902,-0.031077563,-0.01904838,0.35679452,0.168587265,-0.230589252,-0.246598589,-0.418517363,0.216273439,0.717967091,-0.692125823,0.721603472,-0.69290868,0.444169314,-0.595484329,0.648675617,-0.648066103,0.537669127,-0.561070905,0.604023313,-0.583761159,0.581203592,-0.574980004,0.277776847,-0.35568406,0.548272584,-0.364838383,0.589537553,-0.591653219,-9.34E-17,-0.550286578,-0.1071027,-0.167218244,0.462983458,-0.310929862,0.476199123,-0.482059825,0.463843686,-0.452326615,,0.182143572,0.440397013,-0.424039579,0.455148303,-0.441600907,,-0.172283335,0.351337115,-0.388288787,0.273863608,-0.372467561,0.296839018,-0.436179108,0.962391182,-0.77605439,1,-0.804728579,0.945128122,-0.863049462,0.260357138,-0.292755017,0.224133827,-0.291409255,0.08332323,-0.246062229,0.249893642,-0.214417939,-0.264277454,-0.21880178,-0.257810314,-0.121884535,0.041716421,-0.059078355,-0.040615331,-0.031322051,0.133174434,0.208763198,0.209609408,0.197417789,0.093100325,0.205730998,-0.182287115,0.081694233
Barriers to Housing and Services - Rank of average score,-0.080420941,0.124675813,0.076990666,-0.159294605,-0.034026512,0.018209125,-0.009420199,0.028172078,0.001544168,-0.277587045,-0.02285846,-0.071478593,0.080135115,0.07758586,0.07758586,0.009312089,0.07758586,0.07758586,0.07758586,-0.075834235,0.071116525,0.050837826,-0.078298488,-0.009143903,0.014724894,-0.016950036,-0.024249333,-0.03214192,-0.022400582,-0.051463622,-0.070737109,-0.163590073,-0.274781264,0.271596481,0.251292415,0.391016626,-0.301022575,-0.639498214,0.641998584,-0.609644962,0.632522011,-0.291778454,0.41167299,-0.472059636,0.544171072,-0.525475635,0.513945063,-0.552535657,0.560340817,-0.465446819,0.54524899,-0.291419672,0.308037065,-0.532061565,0.392067932,-0.535519792,0.540546741,6.02E-17,0.501567712,0.063786388,0.102526387,-0.48546943,0.357857162,-0.351972415,0.285885227,-0.321451676,0.273588656,,-0.230950542,-0.454701258,0.434401602,-0.490676846,0.457662888,,0.209118063,-0.321914757,0.356420594,-0.259198332,0.344895092,-0.368074343,0.426812851,-0.920765308,0.987767423,-0.804728579,1,-0.626394717,0.832918469,-0.211769454,0.221418095,-0.205349978,0.219720183,-0.156470418,0.288412537,-0.242367418,0.253550415,0.234116693,0.172046831,0.180838981,0.002266374,0.00932133,-0.020603047,-0.033274648,-0.052618176,-0.175534257,-0.104861544,-0.095626483,-0.197188311,-0.096636917,-0.118429344,0.150090587,-0.094131375
Barriers to Housing and Services - Proportion of LSOAs in most deprived 10% nationally,0.292126962,-0.18341084,0.013394444,0.18478512,-0.027915177,0.01754652,-0.092916278,0.090598205,0.12225891,0.174718345,0.019932969,0.135292095,0.075637048,0.055837822,0.055837822,0.06028654,0.055837822,0.055837822,0.055837822,0.21107899,-0.156565925,-0.415798243,0.08552125,0.047033839,0.03518791,0.002461875,0.0146498,0.03118437,0.020977217,0.020849539,0.036196601,0.320505237,0.054388695,-0.157930416,-0.11315673,-0.291343478,0.064842555,0.585074758,-0.548896835,0.60273896,-0.556841015,0.463297568,-0.56388737,0.558904735,-0.53280714,0.413230527,-0.443051714,0.444502788,-0.416974504,0.475196168,-0.408026433,0.220902003,-0.268356268,0.389148368,-0.174996449,0.454184102,-0.455781126,-7.54E-18,-0.416097163,-0.170772381,-0.141676662,0.298808309,-0.123313859,0.413792581,-0.458485897,0.417863739,-0.428817414,,0.137034944,0.326775246,-0.312231334,0.340197373,-0.328014374,,-0.084488291,0.182121032,-0.222145644,0.094665792,-0.205718572,0.170092641,-0.300354254,0.852576677,-0.587892143,0.945128122,-0.626394717,1,-0.81689689,0.225131397,-0.267710728,0.187515687,-0.271343992,0.040585142,-0.186176074,0.218811093,-0.189446545,-0.230945089,-0.18673474,-0.228781342,-0.163893648,0.035364712,0.007208011,0.033459014,0.019233116,0.010439711,0.270624785,0.267776666,0.135723582,0.06659385,0.192708369,-0.136672003,0.22423882
Barriers to Housing and Services - Rank of proportion of LSOAs in most deprived 10% nationally,-0.240634795,0.14145829,0.036798646,-0.322358281,0.087591893,-0.174336109,0.228905982,0.07340738,0.104552783,-0.176901981,-0.204622141,0.034723175,0.091209423,0.098775665,0.098775665,0.056807913,0.098775665,0.098775665,0.098775665,-0.321506489,0.116288704,0.256871264,0.030407504,-0.158677711,-0.142672442,0.108850244,0.093189763,0.084831319,0.094913417,0.09532009,0.063330847,-0.313884366,0.06595598,0.146705657,-0.030991471,0.164676715,-0.237408564,-0.497821708,0.49358009,-0.489243908,0.494751503,-0.3985475,0.459771837,-0.389511867,0.431078731,-0.414946493,0.418558308,-0.385319519,0.390670726,-0.370118277,0.37396151,-0.230290692,0.181736933,-0.411282291,0.249712537,-0.403751186,0.410463453,-5.04E-17,0.371335095,0.206477751,0.05495751,-0.340529122,0.20761078,-0.35781719,0.365314772,-0.356612156,0.357060149,,-0.126385666,-0.243509037,0.229217773,-0.279836457,0.258551007,,-0.047247402,-0.19250128,0.223552529,-0.135771321,0.211208789,-0.182769792,0.23568066,-0.890488503,0.777578308,-0.863049462,0.832918469,-0.81689689,1,-0.072900165,0.104908728,-0.046184057,0.103238487,0.005832466,0.093771681,-0.043562153,0.038648921,0.053520404,0.00660238,0.040783671,-0.111024822,-0.143733627,0.110217664,0.0843724,0.09781522,0.113929858,-0.097048604,-0.098538694,-0.238098681,-0.256934423,-0.282356716,0.262187135,-0.145776284
Living Environment - Average rank,0.025907114,-0.320319146,-0.039461551,-0.388382997,0.423313221,-0.78994453,0.779267959,0.524452577,0.760704039,0.381629216,-0.804739246,0.740155721,0.175141847,0.118087855,0.118087855,0.488325199,0.118087855,0.118087855,0.118087855,-0.580656563,0.374619716,0.146808602,0.521243931,-0.796750176,-0.795695422,0.562986667,0.578168917,0.543323442,0.54164882,0.608901739,0.605275724,-0.453770021,0.719639169,0.482554362,-0.555669917,-0.683352252,-0.161494842,0.528138612,-0.541538631,0.524596222,-0.530298681,0.253449426,-0.469818237,0.395818155,-0.475661656,0.395757359,-0.424195443,0.365531106,-0.366863271,0.414150423,-0.426304513,0.524823527,-0.561333842,0.226911048,-0.085279064,0.348752487,-0.360677382,-1.69E-15,-0.394458729,0.397110407,-0.512144907,0.277008704,-0.120688863,-0.21214584,0.217967799,-0.235175675,0.246446151,,0.417446322,0.483952913,-0.474070831,0.362305108,-0.402424049,,-0.455512408,0.327916989,-0.367595936,0.216036566,-0.353298127,0.438086682,-0.5076475,0.307654144,-0.232980487,0.260357138,-0.211769454,0.225131397,-0.072900165,1,-0.980170552,0.987321449,-0.98326742,0.781076693,-0.924706327,0.855553552,-0.690295199,-0.899465829,-0.907365173,-0.901011872,-0.736945875,-0.800648767,0.570320841,0.543503434,0.612475669,0.759316718,0.258331898,0.252702971,0.186905774,-0.742692871,-0.645022875,0.396148255,0.189044859
Living Environment - Rank of average rank,-0.065859197,0.301319587,0.068128268,0.373815097,-0.429428298,0.740211574,-0.723280559,-0.55146951,-0.743163558,-0.469627019,0.753631903,-0.749371464,-0.148427542,-0.084918186,-0.084918186,-0.51093576,-0.084918186,-0.084918186,-0.084918186,0.510961727,-0.364492407,-0.120806503,-0.484753821,0.747835678,0.745277266,-0.522017471,-0.541855128,-0.503782696,-0.495729377,-0.565894616,-0.557890428,0.368065306,-0.706818579,-0.498774217,0.594038234,0.730608923,0.127419229,-0.53203513,0.543170365,-0.527653413,0.528020504,-0.226812734,0.447244077,-0.388645276,0.4616922,-0.350725496,0.384222764,-0.392201765,0.39175767,-0.426764253,0.435463359,-0.510013619,0.528513416,-0.263037325,0.105079967,-0.35808752,0.370867262,-5.26E-17,0.389422899,-0.314129871,0.445549924,-0.298250306,0.129299607,0.202665464,-0.212690533,0.228096074,-0.24115528,,-0.483344843,-0.487195567,0.477059237,-0.379304809,0.417273492,,0.400645166,-0.328125875,0.365731524,-0.219124575,0.350620315,-0.429010917,0.483401491,-0.328848155,0.233367242,-0.292755017,0.221418095,-0.267710728,0.104908728,-0.980170552,1,-0.943397906,0.997723856,-0.670235643,0.880897865,-0.817764204,0.625029488,0.877646061,0.89658327,0.906983593,0.713764078,0.755835689,-0.529707861,-0.504379184,-0.569103831,-0.717179713,-0.243725854,-0.238503554,-0.15033823,0.704514512,0.609873215,-0.352790018,-0.180197096
Living Environment - Average score,-0.062155877,-0.353856051,-0.03143798,-0.4107579,0.446576191,-0.821195499,0.815564381,0.470721522,0.743355013,0.331567215,-0.829798987,0.706738693,0.180892561,0.131169448,0.131169448,0.464029176,0.131169448,0.131169448,0.131169448,-0.611464202,0.377036371,0.186682509,0.584212155,-0.828521308,-0.829432765,0.62231454,0.631111274,0.604266546,0.604574264,0.666786234,0.666998658,-0.531465227,0.72352927,0.446294165,-0.503930303,-0.62841043,-0.192099582,0.49348679,-0.507962645,0.48889509,-0.498116522,0.227762834,-0.434129719,0.364255482,-0.451559712,0.390191048,-0.409793558,0.311839601,-0.314247875,0.381639891,-0.381435321,0.505279311,-0.543902863,0.185249896,-0.036060326,0.307316996,-0.319017543,1.73E-16,-0.35811326,0.42556209,-0.508450364,0.243267672,-0.078785931,-0.236633828,0.242229264,-0.258433965,0.271103786,,0.362971352,0.468412366,-0.457616803,0.341424003,-0.380072064,,-0.496556816,0.268729376,-0.312862129,0.155020311,-0.298770724,0.416475263,-0.48702014,0.284189617,-0.234055442,0.224133827,-0.205349978,0.187515687,-0.046184057,0.987321449,-0.943397906,1,-0.951881094,0.860656546,-0.949703332,0.875957235,-0.74440547,-0.901469985,-0.896745269,-0.875181593,-0.741256251,-0.83084808,0.629494873,0.604577765,0.670517369,0.75350793,0.273683167,0.260058645,0.19803166,-0.765797852,-0.674063193,0.45315627,0.250112759
Living Environment - Rank of average score,-0.053608326,0.318886621,0.074464232,0.370331955,-0.441574708,0.746824549,-0.728358239,-0.52410045,-0.736565979,-0.453866338,0.759633495,-0.729246198,-0.163297681,-0.099303611,-0.099303611,-0.510320045,-0.099303611,-0.099303611,-0.099303611,0.515981674,-0.357125364,-0.126261094,-0.501131164,0.751667757,0.75030805,-0.536698542,-0.552102421,-0.518918432,-0.511447069,-0.579722412,-0.573511155,0.38107752,-0.697451924,-0.489818818,0.568831918,0.712847156,0.136503934,-0.529950571,0.54122333,-0.526481606,0.527816889,-0.240338567,0.455079137,-0.391819812,0.464842154,-0.359158214,0.392643956,-0.380677337,0.380346436,-0.416571235,0.427523804,-0.513701842,0.532850499,-0.255353351,0.091831701,-0.354464643,0.36690407,-2.09E-16,0.388236665,-0.326352277,0.454651767,-0.292265451,0.118143628,0.20003908,-0.207728365,0.223192025,-0.235125987,,-0.457749225,-0.486951966,0.476783363,-0.376688972,0.415126809,,0.41200331,-0.317420655,0.357260582,-0.204726104,0.342479882,-0.425278224,0.485054553,-0.327436328,0.232087531,-0.291409255,0.219720183,-0.271343992,0.103238487,-0.98326742,0.997723856,-0.951881094,1,-0.691061016,0.886749384,-0.821185137,0.63607184,0.877374547,0.892284986,0.897988432,0.711652101,0.7588875,-0.543986084,-0.519556214,-0.582978713,-0.710242409,-0.249055262,-0.24187194,-0.144416057,0.704756332,0.610730627,-0.368002702,-0.198616947
Living Environment - Proportion of LSOAs in most deprived 10% nationally,-0.231512073,-0.327517398,-0.022558498,-0.341070515,0.384762818,-0.739087897,0.755659676,0.218799951,0.52080097,0.140825178,-0.737323134,0.457815044,0.164271766,0.140825178,0.140825178,0.318551879,0.140825178,0.140825178,0.140825178,-0.585704324,0.357680914,0.240945127,0.603234208,-0.753853043,-0.761536966,0.629986771,0.636315831,0.619663062,0.628833712,0.66726922,0.680973018,-0.651217068,0.563925945,0.302691145,-0.231764524,-0.330644626,-0.239181629,0.306663799,-0.323657657,0.298753755,-0.321370218,0.134654625,-0.328125056,0.216516518,-0.301587403,0.33203186,-0.330892119,0.098149672,-0.105816529,0.197618963,-0.195073226,0.406807539,-0.428006715,0.016750045,0.087004636,0.132908279,-0.142124286,5.36E-17,-0.199496692,0.587803386,-0.532718606,0.093086265,0.02880335,-0.275599248,0.275566201,-0.294843035,0.306293357,,0.143123719,0.30629599,-0.292543077,0.168707076,-0.2017198,,-0.448621604,0.097640693,-0.13848656,0.011537453,-0.125822043,0.287015607,-0.336089221,0.177099362,-0.209098441,0.08332323,-0.156470418,0.040585142,0.005832466,0.781076693,-0.670235643,0.860656546,-0.691061016,1,-0.867937464,0.755050589,-0.750690942,-0.720570842,-0.68054738,-0.616103957,-0.599583032,-0.75379614,0.636904926,0.621335432,0.672669803,0.625648792,0.249111055,0.222707534,0.305138431,-0.673698026,-0.61025938,0.558667261,0.310112365
Living Environment - Rank of proportion of LSOAs in most deprived 10% nationally,0.165776139,0.378044812,0.045421898,0.417200973,-0.474371817,0.845126324,-0.848092829,-0.353985581,-0.673389096,-0.248740668,0.836810495,-0.634646546,-0.162071365,-0.119338008,-0.119338008,-0.424164271,-0.119338008,-0.119338008,-0.119338008,0.653121685,-0.410529966,-0.262774058,-0.614934768,0.824531393,0.830845284,-0.654505202,-0.660714845,-0.640022045,-0.632303223,-0.706326392,-0.693312783,0.552407574,-0.78200478,-0.302604798,0.533706715,0.632320804,0.151039973,-0.550978892,0.564997675,-0.53627798,0.557641602,-0.129231836,0.395873138,-0.387358526,0.50729128,-0.46315925,0.464430696,-0.374200311,0.378261195,-0.392435787,0.448322538,-0.570722301,0.5813746,-0.244461344,0.09273418,-0.379304508,0.390603727,-7.01E-18,0.423769002,-0.41795454,0.464279149,-0.304742422,0.13610432,0.146050174,-0.176225878,0.179632063,-0.210440335,,-0.238187849,-0.555061234,0.540235363,-0.439447198,0.462188142,,0.480583482,-0.279134419,0.331225433,-0.167564728,0.313803487,-0.429791001,0.508713879,-0.334518475,0.329426484,-0.246062229,0.288412537,-0.186176074,0.093771681,-0.924706327,0.880897865,-0.949703332,0.886749384,-0.867937464,1,-0.917545607,0.816696952,0.926912081,0.903037173,0.864336563,0.724701411,0.832261571,-0.6646718,-0.642739591,-0.712064864,-0.771305684,-0.285234578,-0.261384147,-0.242389185,0.782697016,0.698305361,-0.487222897,-0.268880264
Cars: No cars or vans in household; measures: Value,-0.221412543,-0.461642126,0.054454687,-0.504266507,0.483209758,-0.902067577,0.894663725,0.394400283,0.760570588,0.221831614,-0.881877322,0.683808649,0.192153857,0.155507419,0.155507419,0.445525126,0.155507419,0.155507419,0.155507419,-0.693150773,0.371160732,0.225916634,0.700800593,-0.86001544,-0.858066535,0.737363104,0.720200541,0.723616517,0.706696857,0.793014332,0.75246904,-0.590468754,0.861208301,0.183368246,-0.59420763,-0.646336072,-0.219497627,0.573177446,-0.577818875,0.574257535,-0.582554748,0.2085458,-0.44220805,0.458884664,-0.560459358,0.477944659,-0.486306677,0.408987054,-0.399865143,0.458884159,-0.472553208,0.605035486,-0.637424223,0.247064792,-0.063573794,0.421947237,-0.43226474,6.64E-16,-0.470540703,0.397332731,-0.461495532,0.30253262,-0.107116488,-0.096682911,0.1204575,-0.120322728,0.146703807,,0.238348802,0.59352239,-0.579143191,0.485228083,-0.505444324,,-0.54434001,0.267895848,-0.323901837,0.144897188,-0.309075774,0.560976858,-0.605570371,0.311604698,-0.279685472,0.249893642,-0.242367418,0.218811093,-0.043562153,0.855553552,-0.817764204,0.875957235,-0.821185137,0.755050589,-0.917545607,1,-0.936730005,-0.982889873,-0.947614208,-0.909679019,-0.823611775,-0.86884118,0.749263329,0.726951448,0.797635418,0.817161373,0.28368735,0.26467862,0.147057635,-0.825251679,-0.755940436,0.550818089,0.34308316
Cars: 1 car or van in household; measures: Value,0.37420442,0.471835262,-0.063474458,0.473963334,-0.462855533,0.825039152,-0.825492643,-0.254905877,-0.588680803,-0.1151299,0.781416128,-0.510311231,-0.13924121,-0.113195165,-0.113195165,-0.305875759,-0.113195165,-0.113195165,-0.113195165,0.599728738,-0.327439371,-0.202550397,-0.775472567,0.801113214,0.800215674,-0.795181685,-0.756599279,-0.790857007,-0.774992169,-0.844235085,-0.797397573,0.664127861,-0.776358217,0.030061494,0.417173112,0.440384516,0.276268127,-0.468398774,0.471017348,-0.467771291,0.485416066,-0.209789185,0.390376414,-0.383831752,0.476046372,-0.438248044,0.433138673,-0.298869754,0.294973884,-0.334043097,0.371940612,-0.551983296,0.574220302,-0.153113755,-0.034792285,-0.333292299,0.339037114,1.49E-15,0.386348276,-0.443251528,0.432787593,-0.20171525,0.006174356,0.089408433,-0.11737183,0.105817799,-0.134148887,,-0.128890749,-0.466290164,0.448027421,-0.370407879,0.374260087,,0.496802293,-0.112964586,0.17181859,0.004573677,0.15991186,-0.505227733,0.526680674,-0.292968703,0.30336975,-0.214417939,0.253550415,-0.189446545,0.038648921,-0.690295199,0.625029488,-0.74440547,0.63607184,-0.750690942,0.816696952,-0.936730005,1,0.856835411,0.778686232,0.716018545,0.751276118,0.8104069,-0.80619243,-0.79454713,-0.848308408,-0.713657828,-0.303990624,-0.280847027,-0.163184674,0.768021985,0.712450888,-0.65958377,-0.464125798
Cars: 2 cars or vans in household; measures: Value,0.131098284,0.441843066,-0.04346845,0.480471283,-0.468527879,0.895162381,-0.881997929,-0.443559353,-0.808843118,-0.260539537,0.887553969,-0.736950674,-0.217533445,-0.177192028,-0.177192028,-0.489656515,-0.177192028,-0.177192028,-0.177192028,0.702618184,-0.372606739,-0.225793611,-0.626673889,0.843019105,0.842004258,-0.669100148,-0.661754291,-0.651438586,-0.634475242,-0.725308818,-0.690380465,0.519590976,-0.862632631,-0.278759866,0.655875192,0.722668213,0.175275897,-0.60774089,0.613841733,-0.60884453,0.613083803,-0.202022265,0.450617921,-0.479309894,0.584360842,-0.485631893,0.499579877,-0.452774589,0.441890649,-0.507357948,0.508607129,-0.603613408,0.641548978,-0.290581273,0.11712661,-0.45470846,0.467004535,-4.19E-16,0.498138034,-0.349734309,0.453736181,-0.345880305,0.159254442,0.081890767,-0.103414345,0.10812116,-0.132676392,,-0.277861057,-0.637244869,0.625804384,-0.530197353,0.556028962,,0.539114716,-0.338123039,0.390819261,-0.21703865,0.374930453,-0.56089957,0.619792044,-0.314868903,0.263417224,-0.264277454,0.234116693,-0.230945089,0.053520404,-0.899465829,0.877646061,-0.901469985,0.877374547,-0.720570842,0.926912081,-0.982889873,0.856835411,1,0.986627985,0.962438994,0.817394857,0.851114285,-0.680686949,-0.654366772,-0.729899877,-0.826244799,-0.260275888,-0.244745166,-0.13319546,0.809722043,0.736043065,-0.465176192,-0.265582415
