LSOA11 Code,Area,id_count,PointDen,HubDist,NUMPOINTS(,NUMPOINT_1,NUMPOINT_2
E01001711,1.740 ,,,1033.926 ,0 ,0 ,16 
E01001712,1.670 ,,,525.434 ,0 ,5 ,12 
E01033731,2.045 ,3 ,1.467 ,75.572 ,5 ,7 ,14 
E01033734,0.978 ,,,257.659 ,3 ,7 ,14 
E01033735,1.041 ,2 ,1.921 ,80.352 ,7 ,7 ,13 
E01033736,1.284 ,,,286.244 ,3 ,7 ,14 
E01033737,2.360 ,1 ,0.424 ,183.187 ,4 ,7 ,11 
E01001705,1.760 ,,,524.864 ,0 ,4 ,13 
E01001706,1.121 ,,,1187.547 ,0 ,0 ,20 
E01001708,1.772 ,,,938.993 ,0 ,1 ,19 
E01001710,0.860 ,,,774.533 ,0 ,3 ,16 
E01001713,1.015 ,,,912.171 ,0 ,1 ,18 
E01001672,3.602 ,,,205.169 ,2 ,2 ,14 
E01001673,1.745 ,,,137.046 ,2 ,2 ,13 
E01001674,2.143 ,,,525.048 ,0 ,3 ,7 
E01001675,1.552 ,2 ,1.289 ,81.778 ,2 ,3 ,13 
E01001677,2.006 ,,,373.880 ,2 ,2 ,11 
E01001631,1.970 ,,,611.136 ,0 ,6 ,13 
E01001632,1.205 ,,,402.801 ,1 ,3 ,12 
E01001635,2.108 ,,,393.168 ,2 ,3 ,13 
E01001636,1.249 ,,,511.939 ,1 ,3 ,12 
E01033742,1.257 ,,,762.209 ,0 ,4 ,14 
E01033744,1.467 ,,,659.583 ,0 ,4 ,14 
E01001571,1.481 ,1 ,0.675 ,163.349 ,1 ,2 ,7 
E01001572,1.684 ,,,231.536 ,1 ,3 ,6 
E01001573,1.382 ,,,452.309 ,1 ,1 ,8 
E01001574,10.053 ,,,228.418 ,1 ,2 ,7 
E01001629,2.055 ,,,432.427 ,3 ,7 ,13 
E01001633,1.152 ,,,529.417 ,0 ,6 ,12 
E01001634,1.161 ,,,739.685 ,0 ,7 ,12 
E01001637,1.856 ,,,350.938 ,1 ,4 ,12 
E01001695,1.001 ,,,457.450 ,3 ,8 ,12 
E01001696,1.411 ,1 ,0.709 ,173.488 ,2 ,8 ,11 
E01001697,1.521 ,,,325.855 ,1 ,6 ,12 
E01001700,1.434 ,1 ,0.697 ,242.831 ,1 ,5 ,11 
E01001703,0.850 ,,,136.451 ,1 ,2 ,12 
E01001704,1.398 ,,,352.677 ,2 ,2 ,11 
E01001588,5.212 ,,,433.441 ,1 ,3 ,18 
E01001589,2.107 ,1 ,0.475 ,429.391 ,2 ,7 ,16 
E01001591,2.018 ,1 ,0.496 ,191.622 ,2 ,7 ,14 
E01001595,3.699 ,,,422.850 ,1 ,4 ,17 
E01001590,1.555 ,,,252.542 ,2 ,9 ,21 
E01001592,2.394 ,,,614.752 ,0 ,9 ,21 
E01001593,1.856 ,,,446.247 ,1 ,3 ,22 
E01001594,1.499 ,,,685.036 ,1 ,6 ,18 
E01001698,1.287 ,,,321.046 ,1 ,2 ,12 
E01001699,6.871 ,,,452.437 ,1 ,7 ,12 
E01001701,9.582 ,,,772.166 ,0 ,1 ,12 
E01001702,0.848 ,,,557.172 ,0 ,1 ,12 
E01001581,2.088 ,,,200.502 ,1 ,1 ,22 
E01001585,1.792 ,,,522.019 ,0 ,8 ,23 
E01001586,2.139 ,,,477.729 ,1 ,5 ,23 
E01001587,2.741 ,,,497.419 ,1 ,8 ,21 
E01001678,2.618 ,,,894.947 ,0 ,1 ,10 
E01001683,1.333 ,1 ,0.750 ,219.099 ,1 ,2 ,11 
E01001684,11.857 ,,,638.209 ,0 ,1 ,8 
E01001685,1.813 ,,,683.462 ,0 ,1 ,9 
E01001646,2.110 ,1 ,0.474 ,69.722 ,1 ,2 ,12 
E01001650,2.085 ,,,349.569 ,1 ,3 ,15 
E01001651,3.067 ,,,401.944 ,2 ,3 ,13 
E01001652,2.661 ,1 ,0.376 ,274.125 ,1 ,4 ,15 
E01001679,2.131 ,,,969.466 ,0 ,1 ,6 
E01001680,6.085 ,,,878.618 ,0 ,1 ,4 
E01001681,1.560 ,,,468.968 ,1 ,2 ,11 
E01001682,8.702 ,,,1232.526 ,0 ,0 ,6 
E01001686,1.699 ,,,575.257 ,0 ,1 ,11 
E01001580,2.976 ,1 ,0.336 ,281.978 ,1 ,2 ,23 
E01001582,3.422 ,1 ,0.292 ,26.346 ,1 ,5 ,10 
E01001583,2.932 ,,,448.681 ,2 ,3 ,20 
E01001584,3.283 ,,,692.877 ,0 ,1 ,11 
E01001645,2.901 ,,,517.560 ,0 ,4 ,11 
E01001647,3.465 ,,,634.247 ,1 ,4 ,11 
E01001648,4.167 ,,,464.070 ,1 ,1 ,10 
E01001649,3.323 ,,,1048.899 ,0 ,3 ,14 
E01001605,6.613 ,,,1423.003 ,0 ,0 ,10 
E01001606,2.109 ,,,1040.694 ,0 ,2 ,10 
E01001610,2.209 ,,,754.325 ,0 ,2 ,11 
E01001611,2.011 ,,,498.753 ,0 ,2 ,12 
E01001620,2.607 ,1 ,0.384 ,125.630 ,1 ,6 ,13 
E01001621,3.667 ,,,337.111 ,2 ,8 ,13 
E01001623,2.766 ,,,418.726 ,1 ,3 ,16 
E01001624,2.244 ,,,402.408 ,1 ,3 ,15 
E01001625,2.698 ,,,496.917 ,1 ,3 ,15 
E01001604,2.372 ,1 ,0.422 ,187.174 ,2 ,8 ,14 
E01001607,2.114 ,1 ,0.473 ,416.068 ,2 ,4 ,13 
E01001608,4.717 ,,,607.005 ,0 ,6 ,12 
E01001609,3.362 ,3 ,0.892 ,228.310 ,5 ,7 ,14 
E01001613,7.306 ,,,448.240 ,1 ,5 ,14 
E01001614,8.861 ,1 ,0.113 ,280.686 ,1 ,3 ,16 
E01001615,9.548 ,2 ,0.209 ,455.979 ,1 ,6 ,13 
E01001617,6.939 ,1 ,0.144 ,508.048 ,0 ,2 ,11 
E01001653,2.662 ,,,192.944 ,1 ,2 ,15 
E01001654,3.011 ,,,694.098 ,0 ,3 ,11 
E01001655,4.346 ,1 ,0.230 ,214.911 ,1 ,2 ,13 
E01001660,3.348 ,,,391.121 ,1 ,3 ,14 
E01001661,4.550 ,,,361.464 ,1 ,4 ,14 
E01001618,3.478 ,,,409.162 ,2 ,4 ,12 
E01001619,3.224 ,,,239.426 ,1 ,3 ,8 
E01033729,6.909 ,1 ,0.145 ,404.304 ,2 ,3 ,13 
E01001597,3.242 ,,,232.309 ,1 ,2 ,13 
E01001598,4.652 ,,,673.786 ,0 ,1 ,10 
E01001602,2.569 ,,,812.466 ,0 ,1 ,7 
E01001603,2.102 ,,,669.136 ,0 ,2 ,6 
E01001596,2.931 ,,,760.496 ,0 ,2 ,6 
E01001599,4.542 ,,,847.793 ,0 ,1 ,9 
E01001600,3.030 ,,,414.382 ,1 ,1 ,13 
E01001601,2.418 ,,,586.155 ,0 ,1 ,6 
E01001808,1.270 ,1 ,0.787 ,162.867 ,2 ,3 ,17 
E01001809,1.141 ,,,193.135 ,2 ,4 ,21 
E01001814,1.140 ,1 ,0.877 ,166.975 ,2 ,4 ,19 
E01001823,1.508 ,,,653.588 ,0 ,2 ,15 
E01001825,1.062 ,,,421.992 ,1 ,2 ,16 
E01001714,1.504 ,,,516.723 ,0 ,7 ,24 
E01001811,0.848 ,,,359.666 ,1 ,3 ,21 
E01001813,0.978 ,,,541.984 ,1 ,2 ,21 
E01033701,2.496 ,1 ,0.401 ,109.715 ,1 ,2 ,21 
E01001799,1.060 ,,,448.076 ,1 ,5 ,18 
E01001802,1.048 ,,,476.085 ,1 ,8 ,18 
E01001804,1.108 ,,,479.465 ,1 ,4 ,21 
E01001807,1.172 ,,,470.588 ,1 ,4 ,21 
E01001812,2.470 ,,,557.222 ,0 ,4 ,21 
E01001725,0.945 ,,,547.012 ,1 ,6 ,15 
E01001726,0.507 ,,,288.573 ,1 ,5 ,16 
E01001800,0.848 ,1 ,1.179 ,204.686 ,1 ,6 ,16 
E01001824,2.157 ,,,741.069 ,0 ,5 ,16 
E01001826,1.128 ,,,364.140 ,2 ,3 ,16 
E01001723,1.182 ,,,467.466 ,1 ,6 ,20 
E01001724,1.165 ,,,273.673 ,3 ,8 ,19 
E01001727,1.067 ,,,593.663 ,0 ,7 ,15 
E01001768,1.017 ,,,350.142 ,1 ,8 ,26 
E01001769,1.235 ,,,398.350 ,2 ,6 ,27 
E01001715,0.765 ,,,526.901 ,0 ,6 ,29 
E01001716,0.803 ,,,314.094 ,3 ,7 ,30 
E01001717,0.977 ,,,344.552 ,1 ,6 ,29 
E01001718,1.039 ,1 ,0.962 ,168.520 ,3 ,5 ,33 
E01001719,0.636 ,1 ,1.572 ,113.862 ,1 ,4 ,31 
E01001720,1.007 ,,,280.200 ,1 ,5 ,32 
E01001742,1.251 ,,,805.668 ,0 ,7 ,27 
E01001801,1.478 ,,,727.560 ,0 ,6 ,18 
E01001803,1.640 ,,,339.198 ,1 ,3 ,21 
E01001806,3.258 ,,,495.645 ,0 ,6 ,22 
E01001741,0.869 ,,,387.861 ,4 ,6 ,25 
E01001805,1.474 ,,,208.241 ,3 ,6 ,19 
E01001829,1.116 ,,,214.761 ,4 ,6 ,23 
E01001831,1.107 ,3 ,2.710 ,63.720 ,4 ,6 ,23 
E01001832,1.020 ,,,259.758 ,3 ,6 ,27 
E01001764,1.051 ,,,575.724 ,0 ,6 ,28 
E01001765,1.257 ,,,793.841 ,0 ,9 ,29 
E01001767,1.059 ,,,320.388 ,1 ,4 ,25 
E01001770,1.295 ,,,437.515 ,1 ,5 ,28 
E01033703,0.654 ,,,155.557 ,2 ,10 ,27 
E01033713,2.617 ,,,237.388 ,1 ,9 ,27 
E01001792,1.753 ,,,480.116 ,1 ,3 ,25 
E01001793,1.601 ,,,534.489 ,1 ,6 ,23 
E01001794,1.275 ,1 ,0.784 ,184.291 ,1 ,7 ,27 
E01001795,1.015 ,,,354.473 ,2 ,10 ,24 
E01001796,0.918 ,,,181.414 ,2 ,9 ,18 
E01001736,0.897 ,,,447.142 ,1 ,6 ,28 
E01001737,1.002 ,,,541.710 ,0 ,5 ,29 
E01001738,0.911 ,,,287.171 ,1 ,3 ,33 
E01001739,1.220 ,,,279.062 ,1 ,5 ,31 
E01001786,11.308 ,,,701.362 ,0 ,3 ,20 
E01001787,2.223 ,,,563.050 ,0 ,3 ,16 
E01001788,1.145 ,,,568.569 ,0 ,3 ,17 
E01001790,0.551 ,,,699.100 ,0 ,3 ,21 
E01001740,0.865 ,,,397.934 ,2 ,9 ,33 
E01001747,1.423 ,1 ,0.703 ,89.936 ,4 ,9 ,31 
E01001830,1.032 ,1 ,0.969 ,125.326 ,3 ,6 ,27 
E01001833,1.161 ,,,423.200 ,2 ,8 ,29 
E01001834,0.951 ,,,308.853 ,2 ,10 ,27 
E01001835,0.732 ,,,222.071 ,1 ,10 ,29 
E01001733,1.453 ,2 ,1.376 ,83.762 ,3 ,8 ,16 
E01001785,0.906 ,,,385.809 ,2 ,3 ,15 
E01001789,0.967 ,,,304.701 ,2 ,5 ,18 
E01001791,1.041 ,,,362.435 ,2 ,3 ,18 
E01001745,1.122 ,,,354.670 ,1 ,11 ,33 
E01001746,0.491 ,,,588.171 ,0 ,12 ,30 
E01001757,0.498 ,,,251.249 ,4 ,11 ,28 
E01001758,1.249 ,1 ,0.801 ,123.092 ,5 ,9 ,29 
E01001759,1.031 ,,,343.198 ,1 ,14 ,33 
E01001761,1.072 ,1 ,0.933 ,193.829 ,2 ,13 ,34 
E01001731,1.734 ,1 ,0.577 ,158.493 ,5 ,13 ,26 
E01001734,1.343 ,1 ,0.745 ,211.677 ,3 ,11 ,27 
E01001760,1.442 ,2 ,1.387 ,159.252 ,7 ,13 ,29 
E01001762,1.423 ,1 ,0.703 ,320.439 ,6 ,12 ,31 
E01001846,5.425 ,,,1565.517 ,0 ,0 ,19 
E01001847,1.056 ,,,693.342 ,0 ,4 ,18 
E01001848,1.516 ,,,851.601 ,0 ,4 ,19 
E01001849,4.957 ,,,1335.829 ,0 ,0 ,19 
E01001729,1.276 ,1 ,0.784 ,229.054 ,2 ,9 ,19 
E01001730,1.307 ,,,168.950 ,3 ,11 ,22 
E01001732,0.647 ,,,210.136 ,4 ,13 ,26 
E01001735,1.334 ,,,379.533 ,6 ,12 ,23 
E01001838,0.689 ,,,229.528 ,5 ,12 ,34 
E01001850,0.711 ,,,456.916 ,1 ,5 ,19 
E01001748,1.769 ,2 ,1.131 ,260.735 ,4 ,8 ,34 
E01001749,1.065 ,,,471.601 ,1 ,13 ,38 
E01001763,1.086 ,,,446.853 ,2 ,13 ,35 
E01001816,1.363 ,,,775.128 ,0 ,14 ,40 
E01001819,1.360 ,,,685.842 ,0 ,7 ,45 
E01001744,1.352 ,,,444.198 ,4 ,8 ,39 
E01001750,1.457 ,,,259.580 ,1 ,11 ,51 
E01001751,1.537 ,,,553.060 ,0 ,11 ,45 
E01001756,1.622 ,1 ,0.617 ,188.998 ,5 ,10 ,42 
E01033698,0.603 ,,,517.377 ,1 ,6 ,47 
E01033699,0.942 ,1 ,1.062 ,208.847 ,6 ,8 ,35 
E01033700,1.100 ,1 ,0.909 ,89.826 ,5 ,8 ,41 
E01033707,1.035 ,,,293.536 ,1 ,8 ,49 
E01001836,1.318 ,,,661.488 ,0 ,5 ,36 
E01001840,1.086 ,,,292.340 ,3 ,9 ,35 
E01001841,1.370 ,,,495.511 ,0 ,4 ,32 
E01001844,1.556 ,1 ,0.643 ,169.373 ,1 ,9 ,23 
E01001845,1.105 ,,,687.260 ,0 ,3 ,23 
E01001837,1.114 ,,,259.005 ,3 ,9 ,47 
E01001839,1.076 ,2 ,1.859 ,110.674 ,2 ,10 ,38 
E01001842,0.646 ,,,323.234 ,3 ,7 ,46 
E01001843,0.741 ,,,499.939 ,1 ,7 ,38 
E01033704,2.189 ,1 ,0.457 ,214.642 ,3 ,10 ,35 
E01033712,1.623 ,,,241.472 ,2 ,9 ,45 
E01001772,0.656 ,,,353.507 ,1 ,7 ,52 
E01001774,1.796 ,,,309.498 ,2 ,10 ,63 
E01001775,1.268 ,,,445.785 ,1 ,13 ,51 
E01001815,1.090 ,,,641.621 ,0 ,7 ,44 
E01001820,0.848 ,,,739.115 ,0 ,9 ,48 
E01001821,0.687 ,,,622.344 ,0 ,8 ,49 
E01001752,1.278 ,2 ,1.565 ,74.373 ,2 ,10 ,53 
E01001753,0.747 ,,,221.444 ,2 ,10 ,53 
E01001754,1.223 ,,,276.677 ,3 ,9 ,59 
E01001755,1.018 ,1 ,0.982 ,142.126 ,1 ,12 ,65 
E01001773,1.221 ,1 ,0.819 ,270.654 ,1 ,7 ,57 
E01001776,1.016 ,,,403.197 ,5 ,9 ,62 
E01001779,1.386 ,1 ,0.722 ,280.081 ,4 ,18 ,75 
E01001781,1.513 ,,,290.964 ,3 ,15 ,68 
E01001782,1.367 ,,,444.325 ,3 ,20 ,66 
E01001783,0.614 ,,,259.797 ,4 ,16 ,68 
E01001777,1.544 ,2 ,1.295 ,144.993 ,3 ,15 ,69 
E01001780,1.097 ,1 ,0.912 ,155.260 ,7 ,20 ,90 
E01001784,0.760 ,,,256.070 ,4 ,19 ,72 
E01033706,1.350 ,,,291.112 ,5 ,20 ,80 
E01033708,3.573 ,2 ,0.560 ,97.931 ,5 ,24 ,88 
E01033709,0.878 ,,,111.034 ,4 ,18 ,74 
E01033711,0.771 ,2 ,2.594 ,59.712 ,4 ,19 ,79 
E01001874,9.742 ,1 ,0.103 ,383.674 ,2 ,4 ,28 
E01001875,1.689 ,1 ,0.592 ,246.101 ,1 ,2 ,22 
E01001876,8.948 ,,,516.478 ,0 ,4 ,27 
E01001877,12.625 ,,,174.968 ,1 ,1 ,9 
E01001878,1.402 ,,,407.634 ,1 ,1 ,20 
E01001955,2.188 ,1 ,0.457 ,183.506 ,1 ,5 ,24 
E01001957,0.727 ,,,195.634 ,2 ,7 ,28 
E01001958,0.454 ,,,311.920 ,2 ,5 ,26 
E01001961,0.707 ,,,189.207 ,2 ,6 ,27 
E01001954,0.877 ,,,223.210 ,2 ,9 ,30 
E01001956,1.343 ,,,624.467 ,1 ,7 ,31 
E01001959,1.937 ,,,384.675 ,1 ,4 ,26 
E01001960,0.809 ,,,242.810 ,2 ,12 ,28 
E01001943,4.453 ,3 ,0.674 ,90.812 ,8 ,13 ,41 
E01001944,0.648 ,,,300.996 ,4 ,13 ,42 
E01001945,1.152 ,,,346.508 ,3 ,14 ,32 
E01001946,1.235 ,,,321.607 ,2 ,14 ,34 
E01001862,0.914 ,,,423.883 ,3 ,13 ,34 
E01001940,0.810 ,1 ,1.235 ,229.684 ,3 ,16 ,37 
E01001941,1.446 ,2 ,1.383 ,180.413 ,6 ,13 ,40 
E01001942,0.929 ,,,280.163 ,3 ,17 ,34 
E01001858,1.248 ,1 ,0.801 ,223.610 ,4 ,11 ,38 
E01001860,0.864 ,2 ,2.315 ,217.643 ,4 ,8 ,35 
E01001861,0.751 ,,,225.980 ,5 ,7 ,36 
E01001863,0.830 ,,,189.033 ,5 ,10 ,36 
E01001864,0.743 ,2 ,2.692 ,203.609 ,5 ,9 ,35 
E01001852,0.754 ,,,275.910 ,3 ,13 ,51 
E01001853,0.822 ,,,177.762 ,5 ,14 ,45 
E01001854,0.661 ,1 ,1.513 ,126.858 ,7 ,11 ,51 
E01001857,0.705 ,2 ,2.837 ,74.843 ,7 ,11 ,48 
E01001859,1.073 ,,,461.059 ,1 ,5 ,32 
E01001865,1.169 ,,,227.994 ,4 ,6 ,37 
E01001927,2.004 ,,,393.245 ,3 ,9 ,35 
E01001930,2.542 ,,,440.952 ,2 ,9 ,37 
E01001895,0.869 ,,,461.719 ,1 ,17 ,40 
E01001896,0.840 ,,,264.120 ,4 ,16 ,42 
E01001897,0.961 ,,,510.506 ,1 ,13 ,41 
E01001929,0.853 ,,,494.922 ,1 ,13 ,41 
E01001851,0.991 ,,,354.034 ,2 ,15 ,52 
E01001855,0.768 ,,,523.802 ,0 ,11 ,51 
E01001856,0.827 ,1 ,1.209 ,160.520 ,2 ,16 ,46 
E01001869,2.324 ,,,611.878 ,1 ,15 ,55 
E01001873,0.617 ,,,362.706 ,1 ,10 ,54 
E01001928,1.874 ,,,320.546 ,1 ,14 ,40 
E01001931,0.681 ,,,126.402 ,3 ,9 ,36 
E01001932,1.792 ,2 ,1.116 ,144.640 ,3 ,10 ,36 
E01001933,1.819 ,1 ,0.550 ,176.772 ,3 ,8 ,34 
E01001866,1.499 ,1 ,0.667 ,97.330 ,3 ,9 ,54 
E01001867,0.879 ,,,345.581 ,2 ,13 ,48 
E01001868,0.598 ,1 ,1.672 ,124.721 ,5 ,11 ,55 
E01001870,1.012 ,,,138.305 ,6 ,14 ,60 
E01001871,1.310 ,,,252.252 ,3 ,12 ,56 
E01001872,0.707 ,,,225.720 ,4 ,10 ,53 
E01001893,0.784 ,,,212.457 ,6 ,13 ,42 
E01001894,1.563 ,1 ,0.640 ,150.126 ,4 ,12 ,42 
E01001898,2.862 ,2 ,0.699 ,328.566 ,4 ,14 ,44 
E01001899,1.248 ,1 ,0.801 ,20.773 ,4 ,11 ,40 
E01001900,1.362 ,2 ,1.468 ,8.039 ,5 ,12 ,41 
E01001889,1.438 ,,,207.329 ,4 ,17 ,49 
E01001910,0.802 ,,,325.585 ,4 ,16 ,53 
E01001913,1.089 ,,,412.575 ,4 ,16 ,48 
E01001914,0.669 ,1 ,1.495 ,75.288 ,4 ,14 ,57 
E01001885,0.553 ,,,175.864 ,3 ,16 ,49 
E01001908,0.432 ,2 ,4.630 ,190.680 ,4 ,17 ,53 
E01001909,0.879 ,,,247.659 ,4 ,19 ,55 
E01001911,1.562 ,,,101.451 ,4 ,17 ,57 
E01001912,0.949 ,,,295.387 ,5 ,18 ,54 
E01001886,0.977 ,1 ,1.024 ,116.968 ,4 ,15 ,45 
E01001887,1.087 ,,,143.848 ,5 ,14 ,44 
E01001890,1.305 ,,,215.365 ,4 ,15 ,47 
E01001892,0.710 ,,,417.233 ,1 ,18 ,48 
E01001880,1.268 ,1 ,0.789 ,181.392 ,5 ,16 ,49 
E01001881,1.131 ,1 ,0.884 ,138.345 ,8 ,18 ,50 
E01001882,0.789 ,1 ,1.267 ,195.564 ,6 ,19 ,47 
E01001883,1.322 ,,,492.668 ,4 ,20 ,51 
E01001884,0.807 ,1 ,1.239 ,111.647 ,3 ,18 ,52 
E01001888,0.977 ,,,259.056 ,3 ,12 ,40 
E01001891,1.740 ,4 ,2.299 ,154.742 ,5 ,14 ,41 
E01001917,1.090 ,,,393.753 ,2 ,9 ,39 
E01001918,1.045 ,,,388.019 ,2 ,10 ,41 
E01001919,1.431 ,,,432.690 ,1 ,8 ,39 
E01001879,0.804 ,,,173.383 ,6 ,20 ,49 
E01001901,0.845 ,,,218.694 ,5 ,17 ,46 
E01001902,0.726 ,,,186.670 ,4 ,19 ,45 
E01001903,1.103 ,2 ,1.813 ,100.068 ,4 ,17 ,45 
E01001920,1.648 ,1 ,0.607 ,278.243 ,5 ,17 ,47 
E01001921,0.982 ,1 ,1.018 ,187.954 ,4 ,16 ,48 
E01001922,1.908 ,,,217.122 ,4 ,14 ,51 
E01001923,1.131 ,,,208.699 ,2 ,13 ,41 
E01001924,0.983 ,,,256.517 ,1 ,13 ,45 
E01001947,0.551 ,1 ,1.815 ,140.369 ,7 ,17 ,46 
E01001948,1.150 ,2 ,1.739 ,305.792 ,6 ,16 ,47 
E01001949,0.804 ,,,225.774 ,5 ,17 ,47 
E01001950,1.078 ,,,115.353 ,6 ,19 ,46 
E01001951,1.027 ,2 ,1.947 ,162.549 ,5 ,13 ,45 
E01001953,0.923 ,2 ,2.167 ,94.946 ,6 ,17 ,44 
E01001904,1.411 ,,,147.485 ,4 ,13 ,41 
E01001905,0.857 ,1 ,1.167 ,160.008 ,3 ,12 ,41 
E01001906,0.625 ,,,326.121 ,3 ,12 ,44 
E01001907,0.668 ,,,149.354 ,3 ,10 ,39 
E01001935,1.079 ,,,239.431 ,2 ,8 ,50 
E01001939,3.251 ,,,186.120 ,2 ,6 ,43 
E01032788,1.165 ,1 ,0.858 ,265.875 ,2 ,7 ,46 
E01032789,0.299 ,1 ,3.344 ,101.829 ,1 ,8 ,44 
E01032790,0.790 ,,,251.020 ,1 ,8 ,46 
E01001915,4.230 ,,,235.486 ,2 ,7 ,40 
E01001916,3.583 ,,,561.853 ,0 ,10 ,41 
E01001926,0.906 ,,,122.717 ,5 ,8 ,45 
E01001952,0.969 ,1 ,1.032 ,152.872 ,3 ,9 ,41 
E01001925,1.419 ,1 ,0.705 ,286.999 ,3 ,14 ,48 
E01001934,1.821 ,,,667.940 ,0 ,10 ,46 
E01001937,1.942 ,,,275.903 ,2 ,10 ,52 
E01001938,1.069 ,,,174.940 ,2 ,8 ,51 
E01001969,1.440 ,,,352.084 ,1 ,3 ,18 
E01001971,1.269 ,,,547.071 ,0 ,6 ,16 
E01001974,1.761 ,,,240.404 ,1 ,2 ,15 
E01001975,1.169 ,1 ,0.855 ,202.211 ,1 ,2 ,15 
E01002036,1.715 ,,,283.548 ,1 ,5 ,11 
E01002037,7.963 ,,,674.041 ,0 ,4 ,13 
E01002039,0.755 ,,,673.030 ,0 ,3 ,15 
E01002040,1.481 ,,,655.021 ,0 ,4 ,16 
E01001962,5.138 ,,,654.615 ,0 ,1 ,19 
E01001970,2.114 ,1 ,0.473 ,143.938 ,1 ,2 ,18 
E01001972,2.081 ,,,527.033 ,0 ,5 ,16 
E01001973,4.006 ,1 ,0.250 ,523.362 ,0 ,3 ,12 
E01002090,2.257 ,,,193.926 ,1 ,1 ,15 
E01002093,2.281 ,1 ,0.438 ,227.007 ,1 ,2 ,19 
E01002096,1.843 ,,,503.129 ,0 ,2 ,18 
E01002097,1.085 ,,,235.103 ,1 ,3 ,18 
E01002091,2.080 ,,,559.658 ,0 ,1 ,12 
E01002092,2.064 ,,,690.191 ,0 ,3 ,10 
E01002094,2.526 ,,,715.668 ,0 ,2 ,18 
E01002095,2.836 ,,,738.983 ,0 ,4 ,22 
E01002098,1.959 ,,,351.088 ,2 ,8 ,14 
E01002101,2.057 ,,,349.684 ,1 ,2 ,14 
E01002102,3.184 ,,,247.990 ,1 ,4 ,15 
E01002105,1.311 ,,,297.172 ,3 ,7 ,16 
E01002099,1.582 ,,,240.367 ,2 ,7 ,16 
E01002100,1.414 ,,,278.312 ,1 ,3 ,17 
E01002103,1.717 ,1 ,0.582 ,233.536 ,1 ,8 ,17 
E01002104,1.697 ,,,571.063 ,0 ,3 ,15 
E01001963,5.112 ,,,499.815 ,0 ,3 ,14 
E01001964,6.316 ,,,765.250 ,0 ,1 ,18 
E01001965,1.235 ,,,688.578 ,0 ,1 ,18 
E01001966,5.157 ,,,853.028 ,0 ,2 ,16 
E01002027,1.103 ,,,383.932 ,2 ,8 ,19 
E01002028,1.199 ,,,357.209 ,1 ,6 ,19 
E01002032,1.053 ,,,230.820 ,1 ,8 ,17 
E01002033,1.226 ,,,281.658 ,4 ,8 ,18 
E01001976,1.034 ,,,432.491 ,3 ,4 ,17 
E01001977,0.906 ,,,643.487 ,0 ,5 ,19 
E01001978,1.322 ,,,258.018 ,4 ,5 ,18 
E01001979,1.958 ,,,239.540 ,3 ,8 ,14 
E01002074,1.326 ,,,266.272 ,2 ,5 ,16 
E01002077,1.412 ,3 ,2.125 ,180.048 ,3 ,8 ,15 
E01002079,1.050 ,,,312.310 ,3 ,8 ,17 
E01002081,1.391 ,,,357.390 ,2 ,9 ,17 
E01002082,1.924 ,,,650.293 ,0 ,3 ,23 
E01002086,2.448 ,,,643.398 ,0 ,3 ,24 
E01002088,2.105 ,1 ,0.475 ,252.542 ,1 ,5 ,21 
E01002089,0.464 ,,,795.673 ,0 ,4 ,22 
E01001967,1.757 ,,,456.411 ,1 ,5 ,17 
E01001968,1.412 ,,,195.741 ,2 ,5 ,13 
E01001996,2.444 ,,,254.636 ,1 ,5 ,12 
E01001997,1.907 ,2 ,1.049 ,210.312 ,5 ,5 ,12 
E01002075,3.731 ,,,1147.580 ,0 ,5 ,17 
E01002076,1.086 ,,,541.124 ,0 ,5 ,17 
E01002078,2.825 ,,,396.877 ,4 ,5 ,18 
E01002080,6.294 ,1 ,0.159 ,375.396 ,3 ,9 ,13 
E01002026,1.176 ,1 ,0.850 ,87.811 ,6 ,8 ,19 
E01002029,2.352 ,2 ,0.850 ,40.456 ,4 ,8 ,18 
E01002030,2.785 ,1 ,0.359 ,277.824 ,4 ,9 ,22 
E01002031,1.403 ,2 ,1.426 ,169.628 ,4 ,8 ,21 
E01001991,1.253 ,,,269.667 ,5 ,5 ,10 
E01001992,4.006 ,,,481.352 ,1 ,7 ,11 
E01001993,2.753 ,,,465.271 ,2 ,8 ,10 
E01001995,4.180 ,,,765.835 ,0 ,2 ,15 
E01001980,1.108 ,,,1065.303 ,0 ,5 ,22 
E01001981,0.973 ,,,462.464 ,1 ,6 ,16 
E01001982,1.015 ,,,858.898 ,0 ,5 ,22 
E01001983,0.998 ,,,694.141 ,0 ,2 ,23 
E01002083,1.539 ,,,652.532 ,0 ,8 ,22 
E01002084,3.055 ,1 ,0.327 ,467.019 ,1 ,6 ,21 
E01002085,1.305 ,,,304.816 ,2 ,8 ,18 
E01002087,1.144 ,,,317.722 ,2 ,6 ,21 
E01002014,1.697 ,1 ,0.589 ,251.461 ,2 ,8 ,23 
E01002015,1.209 ,,,277.233 ,3 ,7 ,23 
E01002018,1.215 ,,,464.584 ,1 ,4 ,21 
E01033085,1.563 ,1 ,0.640 ,165.770 ,2 ,9 ,23 
E01033086,0.603 ,,,275.284 ,2 ,5 ,23 
E01002020,2.927 ,,,391.969 ,2 ,5 ,18 
E01002022,2.041 ,3 ,1.470 ,47.164 ,4 ,5 ,16 
