LSOA11 Code,Area,id_count,PointDen,HubDist,NUMPOINTS(,NUMPOINT_1,NUMPOINT_2
E01002626,3.503 ,1 ,0.285 ,206.142 ,1 ,3 ,6 
E01002627,1.246 ,,,212.847 ,1 ,3 ,7 
E01002631,2.073 ,1 ,0.482 ,276.788 ,1 ,3 ,9 
E01002633,9.890 ,,,627.149 ,0 ,2 ,8 
E01002634,2.421 ,,,389.305 ,1 ,2 ,11 
E01002637,6.936 ,2 ,0.288 ,873.759 ,0 ,3 ,9 
E01002638,7.984 ,1 ,0.125 ,475.311 ,1 ,2 ,9 
E01002563,5.040 ,,,587.039 ,0 ,3 ,14 
E01002565,4.512 ,1 ,0.222 ,264.761 ,1 ,3 ,11 
E01002567,2.188 ,,,372.231 ,2 ,3 ,12 
E01002684,3.969 ,,,338.587 ,1 ,3 ,12 
E01002686,9.858 ,,,781.563 ,0 ,4 ,11 
E01002571,1.990 ,,,1050.856 ,0 ,0 ,21 
E01002572,9.097 ,,,867.549 ,0 ,3 ,22 
E01002577,3.553 ,1 ,0.281 ,227.628 ,1 ,8 ,17 
E01002578,5.051 ,1 ,0.198 ,98.396 ,1 ,3 ,19 
E01002689,1.394 ,,,317.785 ,4 ,7 ,24 
E01002690,1.799 ,,,392.588 ,3 ,10 ,18 
E01002576,1.862 ,,,184.438 ,2 ,4 ,17 
E01002579,4.043 ,,,357.942 ,1 ,3 ,19 
E01002580,1.181 ,,,359.581 ,1 ,3 ,19 
E01002581,1.840 ,,,650.933 ,0 ,3 ,17 
E01002582,1.710 ,,,311.800 ,1 ,5 ,17 
E01002675,3.008 ,,,554.374 ,0 ,4 ,10 
E01002678,36.940 ,1 ,0.027 ,374.657 ,1 ,1 ,9 
E01002679,4.630 ,,,457.269 ,1 ,4 ,9 
E01002680,4.088 ,,,467.352 ,1 ,2 ,9 
E01002619,2.374 ,,,971.144 ,0 ,4 ,12 
E01002622,2.056 ,1 ,0.486 ,322.009 ,1 ,3 ,13 
E01002632,3.670 ,,,791.828 ,0 ,4 ,10 
E01002635,5.299 ,1 ,0.189 ,322.204 ,2 ,3 ,10 
E01002636,2.097 ,,,762.664 ,0 ,3 ,9 
E01002618,2.306 ,1 ,0.434 ,348.974 ,1 ,2 ,14 
E01002621,2.839 ,,,451.015 ,1 ,3 ,14 
E01002623,2.008 ,,,526.794 ,0 ,4 ,14 
E01002628,3.545 ,,,238.904 ,1 ,3 ,15 
E01002629,5.367 ,,,271.162 ,1 ,3 ,14 
E01002630,2.352 ,1 ,0.425 ,273.641 ,1 ,3 ,10 
E01002639,1.914 ,,,715.377 ,0 ,4 ,11 
E01002640,2.235 ,,,293.914 ,2 ,5 ,12 
E01002674,2.852 ,,,485.432 ,1 ,3 ,13 
E01002676,9.527 ,,,589.407 ,0 ,1 ,12 
E01002583,4.039 ,,,334.088 ,1 ,2 ,6 
E01002584,3.281 ,1 ,0.305 ,124.090 ,1 ,1 ,6 
E01002585,2.094 ,,,533.915 ,0 ,3 ,7 
E01002586,4.269 ,,,557.136 ,0 ,2 ,8 
E01002589,9.873 ,,,840.179 ,0 ,3 ,9 
E01002668,3.429 ,,,386.098 ,1 ,4 ,10 
E01002669,3.086 ,,,700.282 ,0 ,3 ,12 
E01002681,3.106 ,1 ,0.322 ,212.516 ,2 ,4 ,10 
E01002682,4.334 ,1 ,0.231 ,199.433 ,2 ,3 ,8 
E01002683,2.507 ,,,319.343 ,1 ,5 ,10 
E01002642,2.639 ,,,442.896 ,1 ,4 ,13 
E01002643,3.235 ,,,360.446 ,1 ,4 ,15 
E01002645,2.588 ,,,287.991 ,1 ,4 ,17 
E01002658,1.749 ,,,498.912 ,0 ,2 ,13 
E01002677,2.327 ,2 ,0.859 ,45.004 ,2 ,2 ,13 
E01002587,2.250 ,,,245.515 ,2 ,3 ,10 
E01002588,1.421 ,,,496.637 ,0 ,3 ,10 
E01002660,2.682 ,,,349.716 ,1 ,4 ,14 
E01002661,2.803 ,1 ,0.357 ,346.293 ,2 ,3 ,12 
E01002665,1.389 ,,,510.899 ,0 ,2 ,13 
E01002624,2.226 ,,,300.431 ,1 ,5 ,14 
E01002646,1.444 ,,,374.848 ,2 ,5 ,16 
E01002662,2.447 ,,,324.778 ,1 ,7 ,13 
E01002663,1.731 ,,,379.136 ,1 ,4 ,14 
E01002664,2.610 ,2 ,0.766 ,250.442 ,2 ,5 ,12 
E01002641,2.041 ,,,329.613 ,1 ,6 ,14 
E01002648,2.318 ,1 ,0.431 ,320.829 ,3 ,7 ,15 
E01002649,2.047 ,,,559.147 ,0 ,6 ,13 
E01002657,2.329 ,,,801.181 ,0 ,7 ,12 
E01033083,1.358 ,2 ,1.473 ,49.934 ,3 ,6 ,12 
E01033084,1.352 ,1 ,0.740 ,383.776 ,3 ,5 ,17 
E01002653,2.148 ,,,757.241 ,0 ,1 ,17 
E01002654,4.260 ,,,1050.025 ,0 ,1 ,19 
E01002655,2.540 ,,,830.235 ,0 ,3 ,16 
E01002656,2.067 ,,,775.794 ,0 ,4 ,23 
E01002659,2.842 ,,,830.210 ,0 ,3 ,16 
E01002667,3.133 ,1 ,0.319 ,137.443 ,1 ,3 ,16 
E01002670,4.429 ,,,400.589 ,1 ,3 ,18 
E01002671,2.397 ,,,462.430 ,1 ,4 ,21 
E01002672,2.637 ,2 ,0.758 ,152.896 ,2 ,6 ,20 
E01002673,0.554 ,,,187.723 ,2 ,5 ,20 
E01002647,1.745 ,,,380.105 ,1 ,3 ,16 
E01002650,17.073 ,,,564.030 ,0 ,2 ,14 
E01002651,1.310 ,,,442.732 ,1 ,5 ,12 
E01002652,1.928 ,1 ,0.519 ,215.644 ,1 ,3 ,12 
E01002666,2.542 ,,,820.492 ,0 ,2 ,11 
E01002555,7.177 ,,,665.689 ,0 ,1 ,5 
E01002556,2.005 ,,,356.352 ,1 ,2 ,10 
E01002590,3.524 ,,,866.149 ,0 ,5 ,9 
E01002592,17.231 ,2 ,0.116 ,214.653 ,2 ,3 ,9 
E01002595,2.708 ,,,397.453 ,1 ,4 ,9 
E01002557,3.379 ,,,659.221 ,0 ,2 ,3 
E01002558,2.351 ,,,272.235 ,1 ,1 ,8 
E01002559,23.778 ,1 ,0.042 ,395.383 ,1 ,2 ,2 
E01002560,3.334 ,1 ,0.300 ,278.990 ,1 ,1 ,10 
E01002561,2.443 ,,,563.314 ,0 ,1 ,8 
E01002591,3.256 ,,,784.413 ,0 ,3 ,11 
E01002593,4.450 ,1 ,0.225 ,509.730 ,0 ,6 ,10 
E01002594,2.674 ,1 ,0.374 ,453.731 ,2 ,3 ,10 
E01002611,8.615 ,,,793.152 ,0 ,5 ,10 
E01002612,3.322 ,,,380.360 ,3 ,5 ,10 
E01002613,2.236 ,,,383.003 ,1 ,1 ,11 
E01002598,2.246 ,2 ,0.890 ,337.779 ,2 ,5 ,8 
E01002599,1.825 ,,,373.420 ,3 ,5 ,9 
E01002600,1.589 ,,,641.812 ,0 ,4 ,7 
E01002603,2.226 ,,,658.591 ,0 ,6 ,10 
E01033000,0.841 ,,,142.737 ,5 ,5 ,10 
E01033030,0.721 ,2 ,2.774 ,72.575 ,5 ,5 ,10 
E01002604,3.004 ,,,791.372 ,0 ,2 ,11 
E01002605,3.281 ,,,531.164 ,0 ,2 ,5 
E01002606,2.064 ,,,560.023 ,0 ,3 ,7 
E01002607,3.439 ,1 ,0.291 ,237.904 ,1 ,1 ,10 
E01002615,9.496 ,,,906.658 ,0 ,3 ,8 
E01002596,4.614 ,,,1158.864 ,0 ,3 ,8 
E01002601,15.660 ,,,1241.762 ,0 ,0 ,7 
E01002602,2.095 ,,,1354.038 ,0 ,0 ,5 
E01002614,5.958 ,,,635.888 ,0 ,4 ,7 
E01002616,2.274 ,,,814.138 ,0 ,2 ,6 
E01002608,3.460 ,1 ,0.289 ,227.963 ,1 ,2 ,6 
E01002609,2.125 ,,,379.509 ,1 ,4 ,4 
E01002610,15.139 ,,,311.636 ,1 ,1 ,5 
E01002617,4.512 ,,,1159.083 ,0 ,0 ,8 
E01002755,0.981 ,,,507.251 ,0 ,6 ,32 
E01002756,1.152 ,,,556.168 ,1 ,6 ,35 
E01002758,1.194 ,,,656.277 ,0 ,11 ,33 
E01002804,1.101 ,,,385.474 ,1 ,8 ,36 
E01002807,0.921 ,,,354.505 ,2 ,15 ,39 
E01002811,1.021 ,,,305.797 ,1 ,8 ,35 
E01002753,0.814 ,,,409.883 ,3 ,10 ,36 
E01002754,1.231 ,,,452.977 ,2 ,9 ,29 
E01002757,0.910 ,,,834.856 ,0 ,12 ,29 
E01002759,1.063 ,,,504.374 ,0 ,9 ,31 
E01002760,0.904 ,,,607.496 ,0 ,10 ,33 
E01002772,1.040 ,2 ,1.923 ,185.550 ,6 ,10 ,37 
E01002735,1.084 ,1 ,0.923 ,287.877 ,4 ,8 ,37 
E01002805,1.281 ,2 ,1.561 ,87.231 ,3 ,8 ,36 
E01002806,1.119 ,,,297.801 ,2 ,9 ,37 
E01002808,1.312 ,1 ,0.762 ,150.220 ,1 ,15 ,37 
E01002809,0.889 ,,,227.416 ,3 ,14 ,42 
E01002810,0.826 ,1 ,1.211 ,166.043 ,3 ,16 ,42 
E01002768,1.037 ,,,317.394 ,2 ,13 ,36 
E01002770,2.097 ,4 ,1.907 ,301.677 ,4 ,9 ,29 
E01002771,1.198 ,,,294.176 ,4 ,10 ,33 
E01002773,0.966 ,,,200.719 ,6 ,11 ,33 
E01002774,1.786 ,,,123.090 ,7 ,11 ,43 
E01002732,1.355 ,,,316.065 ,1 ,17 ,36 
E01002734,1.178 ,,,335.478 ,4 ,13 ,35 
E01002736,0.732 ,,,397.693 ,3 ,15 ,37 
E01002737,0.769 ,,,184.445 ,2 ,15 ,35 
E01002751,0.778 ,,,425.891 ,7 ,15 ,38 
E01002742,1.068 ,,,496.886 ,0 ,6 ,36 
E01002747,1.027 ,,,320.741 ,3 ,7 ,32 
E01002748,1.413 ,1 ,0.708 ,278.780 ,3 ,12 ,31 
E01002749,0.832 ,,,597.822 ,0 ,8 ,35 
E01033493,0.362 ,,,475.643 ,1 ,11 ,33 
E01033494,1.066 ,,,390.501 ,1 ,13 ,32 
E01002730,1.411 ,1 ,0.709 ,149.046 ,6 ,17 ,35 
E01002731,1.745 ,4 ,2.292 ,279.589 ,8 ,13 ,39 
E01002733,0.889 ,,,243.650 ,7 ,13 ,39 
E01002763,0.987 ,,,267.199 ,5 ,16 ,44 
E01002769,2.150 ,,,245.725 ,1 ,11 ,37 
E01002785,1.422 ,1 ,0.703 ,296.577 ,3 ,17 ,42 
E01002788,1.226 ,1 ,0.816 ,216.010 ,1 ,14 ,41 
E01002789,1.337 ,,,257.912 ,2 ,11 ,36 
E01002738,2.552 ,,,698.852 ,0 ,7 ,43 
E01002741,1.064 ,,,457.694 ,1 ,4 ,37 
E01002743,0.973 ,,,542.699 ,0 ,3 ,39 
E01002744,0.990 ,,,601.763 ,0 ,3 ,42 
E01002752,0.902 ,,,404.405 ,1 ,8 ,39 
E01002764,1.326 ,,,339.190 ,1 ,13 ,47 
E01002783,0.982 ,,,450.698 ,1 ,10 ,51 
E01002784,1.293 ,,,460.711 ,1 ,10 ,45 
E01002786,1.088 ,,,298.538 ,5 ,14 ,42 
E01002787,1.109 ,,,627.569 ,0 ,15 ,48 
E01002762,1.601 ,,,312.009 ,4 ,12 ,47 
E01002767,1.189 ,1 ,0.841 ,260.819 ,8 ,14 ,46 
E01033486,0.667 ,,,276.148 ,5 ,15 ,45 
E01033487,0.244 ,,,157.199 ,5 ,14 ,52 
E01033488,1.006 ,1 ,0.994 ,287.417 ,4 ,15 ,51 
E01033491,1.875 ,1 ,0.533 ,122.568 ,5 ,14 ,43 
E01033492,1.495 ,2 ,1.338 ,149.954 ,2 ,12 ,38 
E01002777,1.178 ,,,458.264 ,1 ,9 ,34 
E01002778,1.050 ,,,224.040 ,5 ,9 ,39 
E01002779,1.105 ,1 ,0.905 ,84.967 ,1 ,3 ,35 
E01002781,0.912 ,,,423.115 ,1 ,7 ,41 
E01002782,0.881 ,,,438.543 ,2 ,9 ,34 
E01002739,1.174 ,,,308.169 ,4 ,11 ,41 
E01002740,2.218 ,1 ,0.451 ,264.993 ,3 ,9 ,45 
E01002745,1.067 ,,,236.800 ,1 ,7 ,38 
E01002795,1.761 ,1 ,0.568 ,167.444 ,4 ,11 ,45 
E01002796,0.779 ,,,398.913 ,2 ,12 ,45 
E01002716,1.306 ,,,260.450 ,2 ,11 ,39 
E01002718,0.992 ,,,252.581 ,2 ,10 ,42 
E01002721,1.212 ,,,318.242 ,4 ,10 ,43 
E01002775,1.183 ,,,573.935 ,0 ,8 ,45 
E01002776,1.159 ,,,539.040 ,0 ,9 ,32 
E01002780,0.790 ,,,290.242 ,1 ,6 ,34 
E01002708,3.373 ,,,260.878 ,3 ,10 ,61 
E01002712,1.148 ,,,320.810 ,2 ,11 ,58 
E01002713,1.433 ,,,292.671 ,2 ,13 ,55 
E01002765,1.708 ,2 ,1.171 ,24.555 ,2 ,12 ,52 
E01002766,1.367 ,1 ,0.732 ,87.454 ,2 ,8 ,59 
E01002717,1.244 ,,,328.186 ,2 ,9 ,41 
E01002719,1.459 ,,,443.887 ,6 ,12 ,43 
E01002720,1.012 ,2 ,1.976 ,89.348 ,3 ,11 ,44 
E01002790,0.789 ,1 ,1.267 ,115.889 ,4 ,12 ,50 
E01002791,1.434 ,1 ,0.697 ,198.704 ,5 ,11 ,51 
E01002793,1.066 ,,,149.478 ,6 ,17 ,57 
E01002698,1.101 ,,,488.858 ,2 ,13 ,50 
E01002699,0.915 ,,,410.224 ,1 ,16 ,54 
E01002700,1.798 ,,,409.106 ,3 ,16 ,57 
E01002714,1.145 ,1 ,0.873 ,147.728 ,3 ,12 ,61 
E01002792,1.053 ,,,350.855 ,4 ,17 ,54 
E01002722,0.848 ,,,326.186 ,5 ,11 ,48 
E01002797,1.091 ,2 ,1.833 ,41.958 ,4 ,11 ,55 
E01002798,1.380 ,,,205.916 ,3 ,14 ,56 
E01002799,0.846 ,1 ,1.182 ,173.378 ,5 ,17 ,61 
E01002800,0.814 ,,,498.347 ,4 ,17 ,63 
E01002694,0.703 ,,,342.779 ,6 ,17 ,66 
E01002697,1.113 ,,,248.267 ,4 ,18 ,79 
E01002709,0.801 ,,,205.668 ,4 ,17 ,64 
E01002710,1.391 ,1 ,0.719 ,208.083 ,3 ,18 ,65 
E01002715,0.578 ,1 ,1.730 ,135.245 ,3 ,10 ,65 
E01002696,1.480 ,4 ,2.703 ,214.975 ,6 ,17 ,63 
E01002794,1.806 ,1 ,0.554 ,121.060 ,6 ,14 ,64 
E01002801,1.070 ,1 ,0.935 ,116.153 ,6 ,15 ,64 
E01002802,1.099 ,,,428.383 ,4 ,16 ,64 
E01002803,1.796 ,1 ,0.557 ,237.480 ,3 ,20 ,77 
E01002695,1.183 ,1 ,0.845 ,248.796 ,5 ,20 ,73 
E01002711,1.514 ,2 ,1.321 ,121.852 ,8 ,18 ,76 
E01002727,1.158 ,,,227.362 ,6 ,20 ,86 
E01002728,0.910 ,,,170.961 ,4 ,21 ,79 
E01002729,1.316 ,,,309.019 ,2 ,22 ,85 
E01002707,1.189 ,,,212.657 ,3 ,20 ,89 
E01002723,1.025 ,1 ,0.976 ,171.696 ,6 ,23 ,91 
E01002724,2.641 ,2 ,0.757 ,268.284 ,7 ,28 ,96 
E01002725,0.610 ,,,183.394 ,5 ,21 ,88 
E01002726,1.686 ,1 ,0.593 ,166.821 ,3 ,24 ,88 
E01033489,0.944 ,2 ,2.119 ,128.511 ,6 ,25 ,100 
E01033490,1.201 ,,,175.815 ,6 ,32 ,102 
E01002701,0.829 ,,,95.890 ,9 ,19 ,94 
E01002702,1.157 ,,,186.722 ,6 ,20 ,92 
E01002703,0.861 ,1 ,1.161 ,230.036 ,5 ,22 ,98 
E01002704,3.351 ,7 ,2.089 ,134.891 ,7 ,25 ,98 
E01002706,1.362 ,,,237.651 ,7 ,21 ,97 
E01002852,5.134 ,1 ,0.195 ,387.810 ,1 ,7 ,29 
E01002853,0.634 ,,,514.577 ,0 ,8 ,32 
E01002854,1.285 ,,,240.208 ,3 ,8 ,40 
E01002855,1.059 ,,,433.832 ,3 ,8 ,36 
E01002857,0.600 ,,,323.164 ,3 ,9 ,40 
E01002904,0.994 ,,,500.741 ,1 ,3 ,22 
E01002905,1.685 ,,,503.113 ,0 ,9 ,31 
E01002906,1.937 ,,,460.739 ,1 ,4 ,26 
E01002907,0.520 ,,,393.686 ,1 ,2 ,21 
E01002876,1.248 ,1 ,0.801 ,273.909 ,1 ,7 ,32 
E01002877,1.679 ,,,216.893 ,1 ,9 ,32 
E01002878,1.221 ,2 ,1.638 ,255.370 ,2 ,7 ,38 
E01002908,0.964 ,,,127.272 ,1 ,3 ,24 
E01002909,0.993 ,,,266.069 ,2 ,8 ,34 
E01002829,0.580 ,,,252.179 ,2 ,16 ,40 
E01002830,0.744 ,,,141.646 ,4 ,10 ,38 
E01002831,1.103 ,1 ,0.907 ,161.941 ,4 ,9 ,38 
E01002832,0.756 ,,,218.833 ,2 ,13 ,40 
E01002856,0.779 ,,,176.578 ,3 ,9 ,35 
E01002870,1.264 ,2 ,1.582 ,56.063 ,3 ,12 ,41 
E01002872,0.968 ,,,330.012 ,2 ,15 ,46 
E01002879,0.850 ,,,354.584 ,3 ,8 ,37 
E01002880,0.646 ,,,127.348 ,2 ,10 ,35 
E01002881,0.586 ,,,272.679 ,2 ,10 ,43 
E01002882,1.183 ,,,445.637 ,3 ,12 ,44 
E01002883,1.157 ,3 ,2.593 ,126.012 ,3 ,13 ,45 
E01002884,0.769 ,,,196.361 ,3 ,17 ,40 
E01002885,0.540 ,,,517.950 ,5 ,16 ,42 
E01002886,1.230 ,,,303.495 ,3 ,15 ,40 
E01002833,0.724 ,1 ,1.381 ,196.424 ,2 ,12 ,40 
E01002871,1.307 ,1 ,0.765 ,183.013 ,1 ,10 ,45 
E01002873,1.300 ,,,476.657 ,4 ,11 ,47 
E01002874,0.829 ,,,397.142 ,4 ,10 ,42 
E01002875,1.597 ,,,439.336 ,1 ,11 ,43 
E01002824,1.512 ,1 ,0.661 ,76.543 ,3 ,11 ,48 
E01002825,1.917 ,1 ,0.522 ,261.651 ,2 ,9 ,48 
E01002826,2.200 ,,,97.563 ,3 ,8 ,45 
E01002827,2.526 ,,,384.610 ,4 ,16 ,43 
E01002828,0.961 ,,,158.717 ,4 ,11 ,49 
E01002864,2.971 ,,,279.430 ,1 ,10 ,53 
E01002866,1.574 ,,,503.802 ,0 ,11 ,51 
E01002867,1.059 ,1 ,0.944 ,246.771 ,2 ,7 ,49 
E01002868,2.460 ,,,258.332 ,1 ,11 ,49 
E01002869,1.014 ,,,319.283 ,1 ,11 ,47 
E01002887,0.769 ,,,193.381 ,3 ,10 ,44 
E01002889,1.196 ,1 ,0.836 ,225.679 ,2 ,8 ,45 
E01002890,1.567 ,,,401.092 ,2 ,11 ,46 
E01002891,0.988 ,,,616.662 ,0 ,8 ,45 
E01002892,0.733 ,,,376.067 ,2 ,7 ,41 
E01002813,1.107 ,,,335.728 ,4 ,14 ,43 
E01002815,0.640 ,,,175.537 ,4 ,16 ,52 
E01002816,0.594 ,,,206.194 ,3 ,12 ,44 
E01002817,1.573 ,1 ,0.636 ,203.053 ,3 ,13 ,53 
E01002865,1.310 ,,,187.285 ,4 ,13 ,49 
E01002818,1.891 ,,,271.692 ,4 ,6 ,34 
E01002819,2.144 ,1 ,0.466 ,136.667 ,3 ,9 ,32 
E01002859,1.282 ,,,438.102 ,1 ,10 ,34 
E01002860,1.112 ,,,273.453 ,2 ,10 ,33 
E01002863,1.242 ,,,378.704 ,1 ,9 ,30 
E01002812,0.913 ,,,223.025 ,3 ,13 ,45 
E01002834,0.622 ,,,206.324 ,5 ,15 ,43 
E01002839,0.631 ,,,159.185 ,6 ,13 ,45 
E01002850,0.746 ,1 ,1.340 ,163.050 ,4 ,12 ,45 
E01002888,0.796 ,1 ,1.256 ,121.581 ,3 ,12 ,45 
E01002821,1.911 ,,,433.657 ,2 ,10 ,33 
E01002823,0.804 ,,,278.984 ,3 ,13 ,31 
E01002858,0.588 ,1 ,1.701 ,101.374 ,3 ,10 ,34 
E01002861,0.863 ,,,209.685 ,3 ,11 ,35 
E01002862,0.439 ,,,142.602 ,3 ,11 ,34 
E01002814,1.463 ,1 ,0.684 ,140.938 ,4 ,14 ,56 
E01002847,0.721 ,,,296.463 ,5 ,15 ,47 
E01002848,0.821 ,,,246.919 ,4 ,15 ,55 
E01002851,0.603 ,1 ,1.658 ,73.108 ,4 ,16 ,49 
E01002820,1.688 ,2 ,1.185 ,98.514 ,4 ,11 ,39 
E01002822,1.111 ,,,181.482 ,2 ,11 ,34 
E01002835,1.507 ,2 ,1.327 ,132.102 ,4 ,12 ,42 
E01002836,0.722 ,,,327.623 ,4 ,13 ,44 
E01002837,0.643 ,,,360.484 ,5 ,15 ,42 
E01002846,1.056 ,1 ,0.947 ,135.758 ,3 ,17 ,50 
E01002849,0.649 ,1 ,1.541 ,163.342 ,4 ,17 ,47 
E01002893,0.980 ,,,377.320 ,4 ,16 ,48 
E01002894,1.015 ,,,180.619 ,3 ,17 ,48 
E01002898,1.283 ,,,340.053 ,3 ,14 ,47 
E01002899,0.745 ,,,237.911 ,3 ,8 ,37 
E01002900,1.275 ,,,229.970 ,3 ,5 ,36 
E01002901,3.228 ,1 ,0.310 ,83.460 ,2 ,5 ,36 
E01002902,1.382 ,,,607.759 ,0 ,8 ,38 
E01002903,1.106 ,1 ,0.904 ,123.616 ,3 ,5 ,36 
E01002844,1.236 ,,,480.795 ,1 ,9 ,35 
E01002845,0.703 ,,,544.196 ,0 ,10 ,37 
E01002910,1.423 ,,,195.890 ,2 ,13 ,38 
E01002911,1.208 ,2 ,1.656 ,193.086 ,3 ,11 ,38 
E01002914,1.781 ,1 ,0.561 ,132.836 ,3 ,8 ,35 
E01002838,0.695 ,,,165.637 ,4 ,14 ,41 
E01002895,1.090 ,,,227.585 ,4 ,13 ,46 
E01002896,1.137 ,1 ,0.880 ,293.217 ,3 ,15 ,48 
E01002897,1.432 ,1 ,0.698 ,151.783 ,4 ,13 ,51 
E01002912,1.121 ,1 ,0.892 ,177.387 ,6 ,10 ,43 
E01002840,0.890 ,,,285.758 ,1 ,9 ,39 
E01002841,1.114 ,,,235.978 ,2 ,10 ,45 
E01002842,0.183 ,,,150.936 ,1 ,9 ,42 
E01002843,0.673 ,1 ,1.486 ,85.097 ,4 ,10 ,43 
E01002913,1.091 ,,,225.073 ,4 ,13 ,43 
E01003006,3.210 ,,,244.794 ,1 ,1 ,9 
E01003007,2.028 ,,,511.219 ,0 ,1 ,8 
E01003008,2.011 ,,,781.700 ,0 ,2 ,13 
E01003009,3.030 ,,,665.721 ,0 ,1 ,11 
E01003010,3.024 ,,,719.881 ,0 ,2 ,12 
E01002952,14.229 ,,,1099.860 ,0 ,0 ,8 
E01002953,11.697 ,,,1397.762 ,0 ,0 ,9 
E01002955,4.939 ,,,1109.850 ,0 ,0 ,2 
E01002956,6.404 ,,,1674.628 ,0 ,0 ,2 
E01002959,4.285 ,,,617.641 ,0 ,2 ,9 
E01002935,1.860 ,,,353.622 ,1 ,4 ,14 
E01002938,2.368 ,,,200.003 ,1 ,4 ,13 
E01002951,2.233 ,,,689.845 ,0 ,2 ,12 
E01002954,2.304 ,1 ,0.434 ,242.834 ,1 ,4 ,13 
E01002957,2.287 ,,,1021.143 ,0 ,0 ,8 
E01002933,1.644 ,,,296.385 ,1 ,7 ,15 
E01002934,2.065 ,1 ,0.484 ,250.599 ,1 ,3 ,13 
E01002937,1.504 ,,,424.736 ,1 ,8 ,15 
E01003011,2.524 ,,,354.377 ,1 ,6 ,14 
E01033568,1.301 ,,,210.156 ,6 ,7 ,14 
E01033569,1.674 ,1 ,0.597 ,299.627 ,2 ,8 ,15 
E01002964,3.138 ,,,556.389 ,0 ,8 ,19 
E01002969,0.690 ,,,379.252 ,2 ,6 ,14 
E01002971,3.180 ,,,442.635 ,1 ,8 ,17 
E01002972,1.673 ,1 ,0.598 ,99.274 ,1 ,9 ,14 
E01002974,2.094 ,,,306.075 ,2 ,4 ,14 
E01002932,2.305 ,1 ,0.434 ,309.174 ,1 ,3 ,9 
E01002960,2.642 ,1 ,0.379 ,267.524 ,1 ,5 ,15 
E01002962,2.442 ,,,256.925 ,2 ,3 ,9 
E01002970,2.862 ,1 ,0.349 ,142.498 ,1 ,5 ,16 
E01002973,2.983 ,,,369.309 ,3 ,4 ,15 
E01002929,6.003 ,1 ,0.167 ,360.958 ,2 ,3 ,10 
E01002930,2.671 ,2 ,0.749 ,242.120 ,3 ,4 ,10 
E01002931,3.065 ,,,289.879 ,2 ,5 ,11 
E01002963,1.871 ,,,280.939 ,2 ,4 ,10 
E01002985,1.721 ,,,374.707 ,1 ,5 ,10 
E01002927,2.207 ,,,560.589 ,0 ,2 ,12 
E01002928,2.553 ,,,638.581 ,0 ,4 ,10 
E01002958,1.851 ,,,454.414 ,1 ,5 ,10 
E01002961,3.382 ,,,781.892 ,0 ,4 ,10 
E01002986,4.388 ,,,996.733 ,0 ,0 ,13 
E01002965,3.487 ,1 ,0.287 ,78.681 ,1 ,7 ,16 
E01002967,1.971 ,,,482.999 ,1 ,6 ,14 
E01002968,5.558 ,5 ,0.900 ,139.256 ,5 ,9 ,18 
E01002990,1.689 ,,,436.115 ,1 ,7 ,16 
E01002991,2.277 ,1 ,0.439 ,284.848 ,1 ,5 ,20 
E01002922,3.169 ,,,712.576 ,0 ,5 ,16 
E01002926,2.889 ,,,1102.697 ,0 ,0 ,21 
E01002966,5.044 ,,,189.059 ,1 ,4 ,20 
E01002992,3.300 ,,,460.013 ,1 ,5 ,21 
E01002921,1.721 ,,,529.212 ,0 ,7 ,16 
E01002987,2.125 ,4 ,1.882 ,67.649 ,4 ,6 ,13 
E01002988,2.852 ,,,430.098 ,1 ,4 ,9 
E01002989,1.514 ,,,301.555 ,4 ,5 ,13 
E01002975,2.960 ,1 ,0.338 ,364.477 ,1 ,2 ,13 
E01002977,2.990 ,,,267.692 ,2 ,2 ,11 
E01002980,2.308 ,,,504.295 ,0 ,2 ,13 
E01002981,3.771 ,,,838.703 ,0 ,3 ,11 
E01002984,2.714 ,,,477.749 ,1 ,3 ,10 
E01002923,1.169 ,,,257.389 ,1 ,7 ,14 
E01002925,2.313 ,2 ,0.865 ,362.128 ,2 ,5 ,13 
E01002993,1.662 ,,,305.540 ,2 ,5 ,12 
E01002995,4.091 ,,,642.711 ,1 ,6 ,14 
E01002999,1.894 ,,,265.151 ,3 ,6 ,13 
E01002915,2.929 ,,,759.617 ,0 ,4 ,8 
E01002916,4.398 ,,,440.597 ,1 ,5 ,13 
E01002917,2.759 ,,,857.445 ,0 ,4 ,11 
E01002920,4.645 ,,,1214.267 ,0 ,0 ,18 
E01002924,3.260 ,,,875.144 ,0 ,3 ,15 
E01002976,2.777 ,,,779.648 ,0 ,3 ,10 
E01002978,3.638 ,1 ,0.275 ,387.934 ,1 ,4 ,6 
E01002979,3.382 ,,,525.775 ,0 ,2 ,8 
E01002982,2.581 ,,,748.663 ,0 ,3 ,10 
E01002983,6.493 ,,,602.786 ,0 ,1 ,11 
E01002994,3.191 ,,,551.269 ,0 ,3 ,16 
E01002996,2.033 ,,,319.739 ,2 ,6 ,13 
E01002997,2.335 ,,,310.638 ,1 ,5 ,15 
E01002998,1.436 ,,,458.878 ,1 ,6 ,16 
E01003002,3.034 ,1 ,0.330 ,132.799 ,1 ,2 ,17 
E01002918,4.367 ,,,594.311 ,0 ,4 ,8 
E01002919,7.675 ,2 ,0.261 ,182.353 ,3 ,4 ,10 
